원본ID,원본파일,원본번호,제목,핵심메시지,교육적역할,시각유형,새처리상태,새차시,새part,새순서,변경유형,변경내용,보존유보,예상분,판정근거
VC-W3-V2-07,part-02.html,27,나누면 무조건 좋을까요,담당이 늘수록 설명 중복·결과 충돌·취합 비용도 는다,개념,numeric,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,1배/3배/10배 막대는 3주차 맥락의 실측 대리 신호다. 다른 차시로 옮기면 근거가 끊긴다.,0,3차시 개념 목록(파일 활용 범위·확인→계획→승인→실행·원본/파생 분리·중복/결측/이상값·답할 수 있는 질문·제작자/검토자 분리·근거 재사용) 어디에도 대응되지 않음. 또한 수치가 3주차 전용 근거라 이관 시 출처가 끊긴다.
VC-W3-P3,part-03.html,28,담당 나누기와 팀 규칙,PART 3 간지,파트간지,고정슬라이드,본편,3차시,part-03,20,M4,"[본문] 전: PART 제목 「담당 나누기와 팀 규칙」 → 후: 「답할 수 있는 질문과 지표 정의」. 부제(.pd-sub) 전: 「내 프로젝트를 넷으로 나눕니다.」 → 후: 「무엇을 물을 수 있는지부터 정합니다.」 — attempt-03 등재(조립 때 옛 소재를 걷어 내며 바꿨으나 이 칸에 없던 변경 · 내용 유지). 도형·도트·PART n/N은 shell의 hydratePartDivider()가 채우는 빈 훅이라 손대지 않는다. [SVG/접근성] .dv-hero SVG는 빈 훅(<text> 0건 · aria-hidden) · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 3 중 1 유지 = 33%(부제 교체 반영) — 구조 슬라이드(간지) 예외.",없음,0.3,파트 간지 — 새 PART 3으로 재지정(M4).
VC-W3-M3,part-03.html,29,PART 3은 이렇게 배웁니다,PART 3 로드맵 5스텝,파트로드맵,flow,본편,3차시,part-03,21,M4,"[본문] 전: rm-lead 「끝나면 누가 어느 파일을 맡는지가 파일에 남습니다.」 · 5단계 「끝나면 무엇을 어떻게 세는지가 파일에 남습니다.」 → 후: rm-lead 「무엇으로 나누나 / 누가 어느 파일을 맡나 / 쓰는 담당은 하나 / 담당 배정하고 팀 규칙 적기 / 생긴 파일 살펴보기」 · 5단계 「답할 수 있는 질문 / 답할 수 없는 질문 / 지표는 계산식까지 / 대상 행과 단위 / 실습③ 지표정의.json」. 각 단계의 desc 한 줄과 rm-out(산출물 라벨)도 같은 규칙으로 새 PART 구성에 맞춰 교체하며, .rm-track.is-5 골격 · 번호 1~5 · 화살표 4개는 불변. [SVG/접근성] <text> 0건 · aria-label 0건(로드맵이 div 트랙) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 23 중 2 유지 = 9% — 구조 슬라이드(로드맵) 예외.",없음,0.7,구조 안내 슬라이드 — 새 PART 3 내용으로 재지정(M4).
VC-W3-V3-01,part-03.html,30,프로젝트마다 나누는 기준은 다릅니다,우리가 실제로 가진 것에 맞춰 나눈다,개념,contrast,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-02,part-03.html,31,HTML · CSS · JS · QA 담당,파일 이름이 담당 경계가 된다,개념,mapping,제외,없음,없음,없음,없음,제외 · 좌→우 1:1 대응 골격은 M6 N-12(지표 정의표)가 재사용,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-06,part-03.html,32,한 파일은 한 담당만 씁니다,같은 단계에서 한 파일을 쓰는 담당은 하나뿐,개념,contrast,본편,3차시,part-04,32,M4,"[본문] 전: 제목 「한 파일은 한 담당만 씁니다」 · w3-def 「같은 수정 단계에서 한 파일을 쓰는 담당은 하나뿐이라는 규칙」 · 우 h3 「쓰는 건 한 담당입니다」 · callout 「QA 담당은 어떤 파일도 쓰지 않습니다」 → 후: 제목 「한 파일을 쓰는 역할은 하나뿐입니다」 · w3-def 「같은 단계에서 한 파일을 쓰는 역할은 하나뿐이라는 규칙 — 원본 CSV는 그 «하나»도 없습니다」 · 우 h3 「쓰는 건 한 역할입니다」 · callout 「검토 역할은 어떤 파일도 쓰지 않습니다」. 좌 h3 「둘이 동시에 고치면」 · p 「서로의 결과를 덮어씁니다」 · p 「읽는 건 여럿이 동시에 해도 됩니다」는 원문 그대로. [SVG/접근성] <text> 8건 전: 좌 「style.css」 · 「A」 · 「B」 · 「충돌」 / 우 「style.css」 · 「A」 · 「쓰기 한 담당」 · 「B」 → 후: 파일명 2건을 「분석대상.csv」로(attempt-03: 「원본 CSV」 → 「분석대상.csv」 — 쓰기 역할 A가 원본에 쓰는 그림이 w3-def «원본 CSV는 그 ‘하나’도 없습니다»·강제 메시지 4와 충돌해 교체 · rect 160px 안 추정 글자 폭 약 122px), 라벨 1건을 「쓰기 한 역할」로 교체하고 「A」 · 「B」 · 「충돌」 5건은 원문 그대로 — rect · circle · path 좌표와 stroke-dasharray(읽기 선) 전부 불변. aria-label 2건 「같은 파일에 두 손이 얹혀 충돌하는 그림」 / 「같은 파일에 한 손만 얹혀 있고 나머지는 읽기만 하는 그림」은 도구 독립이라 전 → 후 교체 0건. [생존] 텍스트 단위 18 중 11 유지 = 61%.",SVG rect 폭이 160px라 파일명 전체(mock_ecommerce_orders.csv)는 넘친다 — 도해 라벨은 「분석대상.csv」로 줄이고 전체 파일명은 본문에서 말한다. 「담당」→「역할」 재지정은 D-01 해석 계열.,1.0,attempt-01의 과도 제외를 정정(독립 검토 R-MAP3 치명 4 · 오케스트레이터 판정 「보존 M4 · D-01 범위」). 두 p와 좌우 도해 골격이 그대로 살고 교체가 파일명 2건 + 「담당」→「역할」 재지정뿐이라 M4 ⓒ 범위. 3차시 「원본은 아무도 쓰지 않는다」의 근거 도해로 V1-05 바로 뒤에 놓는다.
VC-W3-V3-04,part-03.html,33,내 프로젝트에 담당 배정하기,실습③ 네 담당에 파일 배정,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-07,part-03.html,34,팀 규칙을 다시 쓰는 이유,여러 담당이 같은 폴더를 보게 되므로 전제가 달라졌다,개념,flow,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-08,part-03.html,35,AGENTS.md 에 팀 규칙 추가,실습④ 담당 파일 표·금지·완료 확인 추가,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 실습 3단계+프롬프트 골격은 M6 N-13(실습③ 지표정의.json 쓰기)이 재사용,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-10,part-03.html,36,팀 구성 프롬프트,실습④ 네 서브에이전트 생성 프롬프트 전문,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,도구 특정 UI(Codex) 슬라이드. Antigravity의 대응 화면·메뉴 이름이 자료/원문 01·02에 없음(웹 리서치 금지) → 제외하고 결정요청 D-05에 등재.
VC-W3-V3-11,part-03.html,37,팀을 만들면 폴더에 생기는 것,"내 파일은 그대로, 설정만 옆에 생긴다",개념,containment,제외,없음,없음,없음,없음,"제외 · 「내 파일은 그대로, 설정만 옆에 생긴다」 containment 골격은 M6 N-01(Agent가 다루는 파일 범위)이 참고. 골격 재사용은 보존이 아니다.",파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-12,part-03.html,38,새로 생긴 것들이 하는 일,이미 배운 것에 파일 이름만 붙은 것,개념,mapping,제외,없음,없음,없음,없음,"제외 · 파일→역할 대응 골격은 M6 N-30(하나의 근거, 네 가지 결과물)이 재사용",파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V3-13,part-03.html,39,"TOML과 .codex, 두 가지만",설정 파일 형식과 폴더 위치,개념정의,definition,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,파일 기준 4역할 분할은 3주차 프로젝트(HTML·CSS·JS 3파일) 구성에 종속된 판단이다.,0,도구 특정 UI(Codex) 슬라이드. Antigravity의 대응 화면·메뉴 이름이 자료/원문 01·02에 없음(웹 리서치 금지) → 제외하고 결정요청 D-05에 등재.
VC-W3-P4,part-04.html,40,병렬 검토 · 결과 판정 · 구현,PART 4 간지,파트간지,고정슬라이드,본편,3차시,part-04,25,M4,"[본문] 전: PART 제목 「병렬 검토 · 결과 판정 · 구현」 → 후: 「계획 검토 · 승인 · 원본 보존」. 부제(.pd-sub) 전: 「팀을 돌리고, 엇갈리면 사람이 판정합니다.」 → 후: 「시키기 전에 계획을 보고, 승인 지점을 정합니다.」 — attempt-03 등재(조립 때 옛 소재를 걷어 내며 바꿨으나 이 칸에 없던 변경 · 내용 유지). 도형·도트·PART n/N은 shell의 hydratePartDivider()가 채우는 빈 훅이라 손대지 않는다. [SVG/접근성] .dv-hero SVG는 빈 훅(<text> 0건 · aria-hidden) · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 3 중 1 유지 = 33%(부제 교체 반영) — 구조 슬라이드(간지) 예외.",없음,0.3,파트 간지 — 새 PART 4로 재지정(M4).
VC-W3-M4,part-04.html,41,PART 4는 이렇게 배웁니다,PART 4 로드맵 5스텝,파트로드맵,flow,본편,3차시,part-04,26,M4,"[본문] 전: rm-lead 「요청 → 검토 → 판정 → 구현 → 확인. 순서는 그대로고, 검토하는 담당만 여럿입니다.」 · 5단계 「확인 → 계획 → 승인 → 실행. 순서는 그대로고, 승인만 사람의 자리입니다.」 → 후: rm-lead 「검토 요청에 넣을 것 / 담당별 병렬 검토 / 충돌과 판정 / 단일 작성자가 구현 / 독립 QA와 화면 확인」 · 5단계 「기준 파일의 힘과 한계 / 열어 준 것과 허락한 것 / 확인 → 계획 → 승인 → 실행 / 원본과 파생 / 실습⑤ 원본 CSV 보존」. 각 단계의 desc 한 줄과 rm-out(산출물 라벨)도 같은 규칙으로 새 PART 구성에 맞춰 교체하며, .rm-track.is-5 골격 · 번호 1~5 · 화살표 4개는 불변. [SVG/접근성] <text> 0건 · aria-label 0건(로드맵이 div 트랙) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 23 중 2 유지 = 9% — 구조 슬라이드(로드맵) 예외.",없음,0.7,구조 안내 슬라이드 — 새 PART 4로 재지정(M4).
VC-W3-V4-02,part-04.html,42,검토 요청에 넣을 것 셋,어느 파일 · 무엇을 찾을지 · 고치지 말 것,개념,classification,본편,3차시,part-06,53,M4,[본문] 전: s-lead 「담당에게 검토를 맡길 때 반드시 세 가지를 함께 줍니다」 · 1번 칸 p 「볼 파일을 하나로 못 박습니다. 안 적으면 폴더 전체를 훑습니다」 → 후: 「검토 역할에 맡길 때 반드시 세 가지를 함께 줍니다」 · 「볼 파일을 원본 CSV와 dashboard.html 둘로 못 박습니다. 안 적으면 폴더 전체를 훑습니다」. 제목 「검토 요청에 넣을 것 셋」 · 칸 제목 「어느 파일만」/「무엇을 찾을지」/「고치지 말 것」 · 2·3번 칸 본문은 원문 그대로. [SVG/접근성] <text> 0건 · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 12 중 10 유지 = 83%.,없음,1.5,강제 메시지 4의 보조(3번 칸 「고치지 말 것」)이자 실습⑧ 대조 요청의 서식. 교체가 2문장뿐이라 M4 표준 사례. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V4-03,part-04.html,43,담당별 병렬 검토 요청,담당 수만큼 요청창을 나눠 같은 형식으로 보낸다,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 실습 3단계+프롬프트 골격은 M6 N-26(실습⑦ 검토 역할로 대조 요청)이 재사용,3차시는 2역할(제작·검토)이라 3담당 병렬 구조가 성립하지 않는다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V4-04,part-04.html,44,세 담당은 서로 다른 것을 봅니다,근거가 서로 달라야 나눈 의미가 있다,개념,mapping,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,「근거가 서로 다른가?」 점검 질문은 3차시에도 유효하나 예시 3건이 화면 결함이라 전량 교체 대상.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V4-05,part-04.html,45,결과 충돌,담당마다 다른 결론을 낸 상태 — 당연한 일,비교,comparison,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,「결과 충돌」 개념 자체가 3차시 개념 목록에 없다(2역할 구조에서는 충돌이 아니라 대조 불일치).,0,3차시 개념 목록(파일 활용 범위·확인→계획→승인→실행·원본/파생 분리·중복/결측/이상값·답할 수 있는 질문·제작자/검토자 분리·근거 재사용) 어디에도 대응되지 않음.
VC-W3-V4-06,part-04.html,46,다수결이 아니라 근거로 판정합니다,채택 · 부분 채택 · 기각 · 확인 불가 — 확인 불가도 결과다,개념,classification,본편,3차시,part-06,55,M4,[본문] 전: 배너 「셋 중 둘이 그러니까는 근거가 아닙니다」 → 후: 「AI가 그렇게 말했으니까는 근거가 아닙니다」. 뒤 문장 「같은 AI가 비슷한 것을 보면 같이 틀리기도 합니다 — 겹친다고 맞는 게 아닙니다」 · 제목 「다수결이 아니라 근거로 판정합니다」 · 4판정 카드(채택 / 부분 채택 / 기각 / 확인 불가) · callout 「실제 화면과 파일을 열어 보고 사람이 정합니다. 확인 불가도 결과입니다 — 모르는 것을 채택으로 밀어 넣지 않습니다」는 원문 그대로. [SVG/접근성] <text> 0건 · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 12 중 11 유지 = 92%.,없음,1.5,강제 메시지 1의 보조. 3차시는 검토 역할이 하나라 「셋 중 둘」 전제만 바꾸고 판정 4종은 그대로 쓴다. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V4-07,part-04.html,47,결과 비교하고 판정하기,제안 / 근거 / 판정 표에 직접 쓴다 — 오늘 반영은 한 건,실습안내,screen-operation,실습안내,3차시,part-06,56,M4,[본문] 전: 1단계 「담당별 제안을 한 표에 모읍니다 — 제안 / 근거 / 판정」 · 표 열 3개 「제안」/「근거」/「판정」 · 행 「HTML 담당의 제안」/「CSS 담당의 제안」/「JS 담당의 제안」과 「어느 화면을 보고 그렇게 말했나」 ×3 → 후: 1단계 「지표별 숫자를 한 표에 모읍니다 — 대시보드 숫자 / 원본에서 다시 센 값 / 판정」 · 표 열 3개 그대로 「지표와 대시보드 숫자」/「원본에서 다시 센 값」/「판정」 · 행 「지표 ① 총매출 — 대시보드 숫자」/「지표 ② 주문 수 — 대시보드 숫자」/「지표 ③ 평균 평점 — 대시보드 숫자」와 「원본 CSV에서 직접 다시 센 값」 ×3. 행 라벨을 첫 열 본문에 흡수해 3열 구조를 유지한다(열 추가 없음 · thead 1행 · tbody 3행 · .is-blank 칸 불변). 제목 「결과 비교하고 판정하기」 · 2단계 「판정 칸에 채택 · 부분 채택 · 기각 · 확인 불가를 직접 씁니다」 · 3단계 「오늘 반영할 것은 한 건입니다. 나머지는 기록만 남깁니다」 · 판정 칸 「직접 씁니다」 ×3은 원문 그대로. [SVG/접근성] <text> 0건 · aria-label 0건(표가 table.w3-vtable) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 20 중 11 유지 = 55%.,attempt-01의 4열 설계를 3열 유지로 정정(독립 검토 비치명 N4). 지표 3종은 지표기준값.json의 REV-01_순매출_krw · ORD-01_분석대상주문수 · RATE-01_평균에 대응한다. 행 라벨 3개 교체는 D-01 해석 계열.,1.5,강제 메시지 6 「대시보드의 숫자는 원본 데이터와 비교한다」의 실습 슬라이드. 표 골격과 3단계 절차가 3차시 원본 대조표와 1:1로 맞는다. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V4-08,part-04.html,48,승인된 개선 구현,채택한 한 건만 · 단일 작성자가 · 끝나면 다시 실행,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 실습 3단계+프롬프트 골격은 M6 N-24(실습⑥ 한 번에 하나만 고치기)가 재사용,「단일 작성자」 용어가 3차시 커리큘럼에 없고 프롬프트가 담당 파일 기준이다.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-V4-09,part-04.html,49,고친 사람은 자기 실수를 못 봅니다,독립 QA와 회귀 — 고친 사람은 같은 곳을 계속 놓친다,개념정의,concept,본편,3차시,part-06,50,M4,"[본문] 전: w3-def 「독립 QA — 구현에 참여하지 않은 담당이 하는 확인」 · s-body 「그래서 QA 담당은 직접 고치지 않고 확인만 합니다. 자기 글 교정이 안 되는 이유와 같은 원리입니다」 → 후: 「독립 검토 — 만드는 데 참여하지 않은 역할이 하는 확인」 · 「그래서 검토 역할은 직접 고치지 않고 확인만 합니다. 자기 글 교정이 안 되는 이유와 같은 원리입니다」. 제목 「고친 사람은 자기 실수를 못 봅니다」 · 「회귀 — 잘 되던 기존 기능이 다시 깨지는 것」 · 「고친 사람은 될 것이라고 생각하면서 보기 때문에 같은 곳을 계속 놓칩니다」는 원문 그대로. [SVG/접근성] <text> 10건 전: 「고친 담당 — 익숙한 시선」 · 「새 기능」 · 「여기만 봅니다」 · 「기존 기능」 · 「= 회귀가 숨는 자리」 · 「QA 담당 — 처음 보는 시선」 · 「새 기능」 · 「봅니다」 · 「기존 기능」 · 「여기도 봅니다」 → 후: 블록 머리글 2건만 「만든 역할 — 익숙한 시선」 · 「검토 역할 — 처음 보는 시선」으로 교체하고 나머지 8건은 원문 그대로(rect 좌표 · x=286 라벨 정렬 불변). aria-label 1건 전: 「고친 담당은 새 기능만 보고, QA 담당은 기존 기능까지 처음 보는 눈으로 확인하는 대비 그림」 → 후: 「만든 역할은 새 기능만 보고, 검토 역할은 기존 기능까지 처음 보는 눈으로 확인하는 대비 그림」. [생존] 텍스트 단위 17 중 12 유지 = 71%.",「QA 담당」→「검토 역할」 용어 교체를 M4로 본 것은 D-01과 같은 해석 계열.,1.0,3차시 개념 「제작자와 검토자 역할 분리」의 근거 슬라이드. 「회귀」 정의와 도해가 대시보드에도 그대로 성립해 SVG 텍스트 교체가 2건뿐이다. 생존율 실측은 변경내용 [생존] 항 참조.
VC-W3-V4-10,part-04.html,50,독립 QA 실행,수정은 시키지 않고 확인만 · 통과/실패로 받아 적는다,실습안내,screen-operation,제외,없음,없음,없음,없음,제외 · 실습 3단계+프롬프트 골격은 M6 N-26(실습⑦ 검토 역할로 대조 요청)이 재사용,프롬프트 전문이 화면 흐름 검증(정상값·다른 값·빈 값)이라 숫자 대조 요청으로 전량 교체.,0,보존 판정 규칙 미달 — 본문 소재가 3주차 프로젝트 전용이라 데이터 맥락으로 옮기려면 문장 전량 재작성. 허용 수정 6종(M1·M2·M4·M5) 어디에도 들어가지 않아 M6 신규로 대체.
VC-W3-P5,part-05.html,51,플러그인 · MCP · GitHub 기록,PART 5 간지,파트간지,고정슬라이드,본편,3차시,part-05,34,M4,"[본문] 전: PART 제목 「플러그인 · MCP · GitHub 기록」 → 후: 「HTML 데이터 대시보드」. 부제(.pd-sub) 전: 「도구를 붙이고, 기록을 남깁니다.」 → 후: 「계산한 숫자를 한 화면으로 모읍니다.」 — attempt-03 등재(조립 때 옛 소재를 걷어 내며 바꿨으나 이 칸에 없던 변경 · 내용 유지). 도형·도트·PART n/N은 shell의 hydratePartDivider()가 채우는 빈 훅이라 손대지 않는다. [SVG/접근성] .dv-hero SVG는 빈 훅(<text> 0건 · aria-hidden) · aria-label 0건 — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 3 중 1 유지 = 33%(부제 교체 반영) — 구조 슬라이드(간지) 예외.",없음,0.3,파트 간지 — 새 PART 5로 재지정(M4).
VC-W3-M5,part-05.html,52,PART 5는 이렇게 배웁니다,PART 5 로드맵 5스텝,파트로드맵,flow,본편,3차시,part-05,35,M4,"[본문] 전: rm-lead 「외부 도구를 붙이는 방법을 먼저 보고, GitHub로 실제로 붙여 봅니다.」 · 5단계 「대시보드에 무엇이 들어가는지 먼저 보고, 파일 하나로 실제로 만들어 봅니다.」 → 후: rm-lead 「왜 외부 도구를 붙이나 / 네 이름 구분하기 / MCP와 프로토콜 / 저장소와 커밋 / GitHub에 올리기」 · 5단계 「반드시 들어갈 여덟 / 숫자 네 묶음 / 남겨 두는 세 칸 / 실습⑥ 대시보드 만들기 / 실습⑦ 한 번에 하나만」. 각 단계의 desc 한 줄과 rm-out(산출물 라벨)도 같은 규칙으로 새 PART 구성에 맞춰 교체하며, .rm-track.is-5 골격 · 번호 1~5 · 화살표 4개는 불변. [SVG/접근성] <text> 0건 · aria-label 0건(로드맵이 div 트랙) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 23 중 2 유지 = 9% — 구조 슬라이드(로드맵) 예외.",없음,0.7,구조 안내 슬라이드 — 새 PART 5로 재지정(M4).
VC-W3-V5-01,part-05.html,53,지금까지는 내 폴더 안에서만,도구를 붙이면 할 수 있는 일의 범위가 넓어진다,개념,containment,제외,없음,없음,없음,없음,제외 · containment 골격(지금 → 넓어진 범위)은 M6 N-01(Coding Agent는 코드만 만들지 않습니다)이 재사용,「범위가 넓어진다」는 틀은 3차시 「파일 활용 범위」와 같지만 본문이 외부 서비스 연결(MCP) 도입이다.,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용. 골격만 M6가 승계.
VC-W3-V5-02,part-05.html,54,플러그인 · Skill · 커넥터 · MCP,넷은 경쟁 제품이 아니라 서로 다른 층,개념,containment,부록,3차시,부록,A7,없음,원본 그대로 수록,커리큘럼_기준안 「제외」 절이 MCP/플러그인/스킬을 「소개만」으로 허용한다 — 부록 1장을 그 소개로 삼는다. 본편 승격 여부 D-08.,0,M3의 「소개 1장으로 축약」 경로를 적용. 본편 100분에는 자리가 없어 부록에 둔다.
VC-W3-V5-12,part-05.html,55,MCP Model Context Protocol,AI와 외부 도구를 잇는 공통 연결 규격,개념정의,concept,부록,3차시,부록,A8,없음,원본 그대로 수록,V5-02 부록과 함께 「소개만」 묶음. 둘 중 하나만 둘지 D-08.,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용. 소개용으로만 부록 수록.
VC-W3-V5-13,part-05.html,56,프로토콜,오해 없이 주고받기 위해 미리 맞춰 둔 약속,개념정의,concept,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-03,part-05.html,57,MCP의 세 자리,어디까지가 내 쪽이고 어디부터가 외부인가,개념,flow,제외,없음,없음,없음,없음,제외 · 골격 재사용 없음,없음,0,M3 제외 주제(Git·GitHub·배포 실습·MCP 실연동)에 해당 — 커리큘럼_기준안 「제외」 절 직접 적용.
VC-W3-V5-04,part-05.html,58,연결했다고 다 허락한 건 아닙니다,연결 → 승인 대기 → 승인 → 범위 초과에서 멈춤,개념,flow,본편,3차시,part-04,28,M4,"[본문] 전: s-lead 「도구를 연결하면 AI는 손을 하나 더 갖게 됩니다. 그 손이 읽기만 할지, 바꿔도 되는지는 따로 정하는 일입니다」 · 3단 라벨 「연결됨」/「승인 대기」/「승인 범위 초과」 · 1단 본문 「도구가 붙었습니다. 아직 아무것도 허락하지 않은 상태입니다」 · 2단 본문 「무엇을 하는 도구인지 알고 나서 허락합니다」 · callout 「연결과 승인은 다른 단계입니다. 택배 기사에게 문 앞까지 열어 준 것이지, 현관 비밀번호를 준 게 아닙니다」 → 후: s-lead 「데이터 폴더를 열어 주면 Agent는 손을 하나 더 갖게 됩니다. 그 손이 읽기만 할지, 바꿔도 되는지는 따로 정하는 일입니다」 · 3단 그대로 「읽기 허용」 → 「계획 확인」 → 「실행 승인」 · 1단 「폴더를 읽을 수 있게 됐습니다. 아직 아무것도 바꿔도 된다고 하지 않은 상태입니다」 · 2단 「무엇을 할 계획인지 알고 나서 허락합니다」 · callout 「여는 것과 승인하는 것은 다른 단계입니다. 허락한 범위를 넘어 원본 CSV를 고치려 하면 거기서 멈춥니다 — 택배 기사에게 문 앞까지 열어 준 것이지, 현관 비밀번호를 준 게 아닙니다」. 제목 「연결했다고 다 허락한 건 아닙니다」와 3단 본문 「허락한 것보다 더 하려 하면 거기서 멈춰야 합니다」는 원문 그대로. .w3-state 3개 · .w3-state-arrow 2개 · is-wait/is-over 클래스 전부 불변 — 4단으로 늘리지 않는다. [SVG/접근성] <text> 0건 · aria-label 0건(3단이 div 격자) — 전 → 후 교체 대상 없음. [생존] 텍스트 단위 10 중 3 유지 = 30% — 강제 메시지 5 슬라이드 예외로 보존.",attempt-01이 이 슬라이드를 4단으로 읽은 것을 정정(독립 검토 R-MAP3 치명 2 · 원본 강의덱.html:3076–3091은 .w3-state 3개). 3번째 박스의 is-over(경고 톤)와 「실행 승인」 라벨이 어긋나 보이지 않도록 본문의 「거기서 멈춰야 합니다」를 원문 그대로 남기고 클래스는 손대지 않는다. 「범위 초과」 개념은 callout 한 줄이 맡는다.,1.5,강제 메시지 5 「실행 전 계획과 권한을 확인한다」의 실체 슬라이드. 3단 승인 도해가 3차시 「확인 → 계획 → 승인 → 실행」의 승인 지점과 맞는다. 텍스트 생존은 30%로 낮지만 구조가 완전히 불변이고 강제 메시지 슬라이드 예외에 해당해 보존한다.
