file_id,상대경로,크기,SHA-256,확장자,실제형식,원본주차,Git상태,작성수정근거,참조대상,분류,부모file_id,판정근거,미확인사유,관측_슬라이드수,관측_인라인SVG수
F-0113,courses/바이브코딩/sessions/1주차/자료/images/s10a_web-based-v2.png,1052569,da73485e0002ba851588bf7a1340fa5a4bdd089157a7fda49ba49600b784bcbd,.png,PNG,1주차,tracked,최초 dcfdeca(2026-07-23) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0114,courses/바이브코딩/sessions/1주차/자료/images/s10b_webservice-seven-stage-infographic-paper-cut-v1-chroma.png,1428197,42d09b765143f023a0b312347f678a6c96ef3f20293af6a42b45eb6159f51172,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0115,courses/바이브코딩/sessions/1주차/자료/images/s10b_webservice-seven-stage-infographic-paper-cut-v1-transparent.png,837606,9bbe96a72090850481a91cb24771617acd07e2a378a6cd640e139721b81bc2fb,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0116,courses/바이브코딩/sessions/1주차/자료/images/s11_human-ai-prepare-paper-cut-v1-transparent.png,963714,dd73ddcd99795590267d3f111ee21bb22f9e970d5609a44d2a5cbc4f057e3039,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0117,courses/바이브코딩/sessions/1주차/자료/images/s11_human-ai-prepare-paper-cut-v2-transparent.png,857176,09a9ac87e36d00c544b06dff1adf3862568171f6dec3cd94466fc3c892dbf867,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0118,courses/바이브코딩/sessions/1주차/자료/images/s17_css-styling-paper-cut-v1-transparent.png,1302690,0ea0be9bc17fef68cc5d7769b4428f72a64b1e6f62b67efd71b3f304aa13674e,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0119,courses/바이브코딩/sessions/1주차/자료/images/s17_folder-file-workspace-paper-cut-v1-transparent.png,826306,4d19e811f8cffd50ab84ff6a0701dd53480ca22aab0618c20118d42cde98b8a2,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0120,courses/바이브코딩/sessions/1주차/자료/images/s17_html-structure-paper-cut-v1-transparent.png,1793492,d256fac07a61653789f30981aab395c54565d2e51200ff42cbc599e97d4cfa46,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0121,courses/바이브코딩/sessions/1주차/자료/images/s17_javascript-interaction-paper-cut-v1-transparent.png,1558414,4e781c27d79d988c2656dac1d6c926ee92de2edcd00327d7819b5bb38f9e3bbb,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0122,courses/바이브코딩/sessions/1주차/자료/images/s18_context-memory-workbench-paper-cut-v1-transparent.png,983015,f47b0e4a21d2ab4d17e0b1b63904f07f181670fbadc1273d8b127f0a8fb10592,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0123,courses/바이브코딩/sessions/1주차/자료/images/s19_permission-four-checks-paper-cut-v1-transparent.png,837902,f089bc5459f130de32e2a548de2aaae22dc5e919d9a58b4b77b273786bdb78f1,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0124,courses/바이브코딩/sessions/1주차/자료/images/s26_request-materials-work-order-paper-cut-v1-transparent.png,1584631,150bf548b21eebbfbba5703ce12a417b7307ab126e961f4d34ead8d0f50bbf5a,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0125,courses/바이브코딩/sessions/1주차/자료/images/s27_human-ai-safe-profile-paper-cut-v1-transparent.png,1230336,59ddd8678bb4049b0d86274063e3278801422304afe8c44c9918f1b7229e25f7,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0126,courses/바이브코딩/sessions/1주차/자료/images/s27_human-ai-safe-profile-paper-cut-v2-transparent.png,556033,8b84f33f1c05f8a555416b9284b7c3a7b6442ebbd13a52d50da0e38549d3a6eb,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0127,courses/바이브코딩/sessions/1주차/자료/images/s29_specific-vague-work-order-paper-cut-v1-transparent.png,1373021,894e42c82d83a43be8da7e862b7cee761d214cbdd9aa206eaf6d47f1f8aaef8e,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0128,courses/바이브코딩/sessions/1주차/자료/images/s30_three-technical-conditions-paper-cut-v1-transparent.png,1164935,bf7e914c99a1c1feb717a957b352d86108270642267872836e37c7150f6483b6,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0129,courses/바이브코딩/sessions/1주차/자료/images/s40_human-ai-result-check-paper-cut-v1-transparent.png,1341216,9fd41fa3bc765f05caf917f8e7b1b0c95b8efc9c9e5ec803ec6d3bd0500ec98e,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0130,courses/바이브코딩/sessions/1주차/자료/images/s40_human-ai-result-check-paper-cut-v2-transparent.png,633162,6ef59fc411370bb3fb749c3f5c7b3e4fe8ef5459827faa39f63bef0e3781e735,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0131,courses/바이브코딩/sessions/1주차/자료/images/s41_html-css-js-roles-paper-cut-v1-transparent.png,1286441,44c5eb286cfdb78a19677e4cb3396bdc85887eaf6f4151a766296a14b0ac8546,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0132,courses/바이브코딩/sessions/1주차/자료/images/s41_html-css-js-roles-paper-cut-v2-transparent.png,1254409,3558d3556f43ab27617f766b4a10a012b56fe1a5971d59bec18b6bccceef39fa,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0133,courses/바이브코딩/sessions/1주차/자료/images/s42_one-file-three-files-paper-cut-v1-transparent.png,755604,ad7379a18d9ceeb0bdedd11bc304b39581c8c0febf9fa27c05563657de596d11,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0134,courses/바이브코딩/sessions/1주차/자료/images/s44_keep-change-check-paper-cut-v1-transparent.png,614305,9ece3269c3e5ce4db8420995bc6221f0064895c4a9e04c1a1e92be3b629fd37b,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0135,courses/바이브코딩/sessions/1주차/자료/images/s45_human-ai-one-change-paper-cut-v1-transparent.png,935944,d3619cea15332c5841b0ac5a1d7ad00bf0e75eb4529b7e58de6beed654e4c03e,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0136,courses/바이브코딩/sessions/1주차/자료/images/s45_human-ai-one-change-paper-cut-v2-transparent.png,583525,0ac0e586aa6705323d4b0054283d8a25dee944f72401517dc597c1bfe34caacf,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0137,courses/바이브코딩/sessions/1주차/자료/images/s46_one-change-protected-paper-cut-v1-transparent.png,1123859,900d94fa713ba56a74d4602f2223ee8c8abcb9587d7a97baa0da7e6b524fdf4d,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0138,courses/바이브코딩/sessions/1주차/자료/images/s49_background-before-after-paper-cut-v1-transparent.png,1330623,8e77f34ccf373602ca282ddc184b9758b830482eb33e8b924e49d7e06ac9105f,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0139,courses/바이브코딩/sessions/1주차/자료/images/s50_human-ai-free-change-paper-cut-v1-transparent.png,1135860,6fad3bab8ecc5530dd2a8704ef59784762aab15c21cc650bd2682deb9d8ff009,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0140,courses/바이브코딩/sessions/1주차/자료/images/s50_human-ai-free-change-paper-cut-v2-transparent.png,514360,4c54b94f98bc1df22c0b394474be69f6cfb8f1be9a8afbca0ba5d25467bdc9d7,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0141,courses/바이브코딩/sessions/1주차/자료/images/s52_issue-type-check-paper-cut-v1-transparent.png,1241221,4be1b903e18575ac9fff40572b6d3151d6641ecea98a65ebefa0ccf01f8718ec,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0142,courses/바이브코딩/sessions/1주차/자료/images/s53_issue-branch-diagnosis-paper-cut-v1-transparent.png,1140905,55fb76611a7d4ef58994dda89f98de4549810c75f13e196f9312b31989030782,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0143,courses/바이브코딩/sessions/1주차/자료/images/s56_human-ai-refresh-check-paper-cut-v1-transparent.png,828218,31280981cf41999fc7a1ca3b37ae9cfface7f9e125a09738bb299c5cef019777,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,상태 확인 필요,-,자산이나 범위 내 어떤 파일도 참조하지 않음(미참조),버전 후보/폐기본/외부 참조 여부 미확인,-,-
F-0144,courses/바이브코딩/sessions/1주차/자료/images/s56_human-ai-refresh-check-paper-cut-v2-transparent.png,373415,acc4795d9b0ce6d607b1849ae35c9b306ca83e5cd0f6c7830a3ca6a0e06a571b,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0145,courses/바이브코딩/sessions/1주차/자료/images/s60_final-three-checks-paper-cut-v1-transparent.png,1110440,663cbcc0a49667a4b8603451cf4e85526a7bed663fda0d10a548373c7f7d92b4,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 2회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0146,courses/바이브코딩/sessions/1주차/자료/screenshot/codex_about-me-folder-created.png,72549,8887ec03cc0edccb491d652d7e2f35aa59d5442a4be99577198b5080f15a8877,.png,PNG,1주차,tracked,최초 fb273c1(2026-07-24) / 최종 b5756e7(2026-07-29) / 커밋 3회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0147,courses/바이브코딩/sessions/1주차/자료/screenshot/codex_select-project-root_about-me.png,54302,b0b4cf520ab92beb2b8dcba428f28f85ac5113e6afd743786d306e539068255b,.png,PNG,1주차,tracked,최초 fb273c1(2026-07-24) / 최종 b5756e7(2026-07-29) / 커밋 3회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0148,courses/바이브코딩/sessions/1주차/자료/screenshot/codex_use-existing-folder-menu.png,73070,707e74a11cfe9d93f08d1fa88172947d7e2b3c2bba78d557cca9f5c3a09f0dba,.png,PNG,1주차,tracked,최초 fb273c1(2026-07-24) / 최종 b5756e7(2026-07-29) / 커밋 3회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0149,courses/바이브코딩/sessions/1주차/자료/screenshot/win02_c-drive-open.png,137868,41c6c0d166709771ff3e71cff37ca636ce07a7680ab8145c9e14a3252b9644c7,.png,PNG,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 3회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0150,courses/바이브코딩/sessions/1주차/자료/screenshot/win_new-folder-context-menu.png,106932,1db26ec77e4215e3ba9c395df662d9f34ae6ff8ecb2c6dfa5f53b30d237a0844,.png,PNG,1주차,tracked,최초 fb273c1(2026-07-24) / 최종 b5756e7(2026-07-29) / 커밋 3회,-,편집 정본,-,덱·shard가 참조하는 원본 자산,-,-,-
F-0151,courses/바이브코딩/sessions/1주차/자료/이미지-에셋.json,55246,31d072adf8b3c7b4b2f7fdb20a2417b18d1ff47b5f9750f2d7b5ad74b1d510a4,.json,JSON,1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 8회,(참조 없음),관리 자료,-,이미지 자산 매니페스트,-,-,-
F-0152,courses/바이브코딩/sessions/1주차/자료/이미지-프롬프트.md,26470,4c715374c484af31d20a089842605d19c8357d4042062d61263c47e2a610bfd1,.md,텍스트(Markdown),1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 7회,(참조 없음),참고자료,-,리서치·출처·개념·집필 노트 등 제작 참고 문서,-,-,-
F-0153,courses/바이브코딩/sessions/2주차/2주차_초안.md,53411,7818f1a6141124779e83d2d80070326ae16f3da1f046c21526cd28a2dc642ace,.md,텍스트(Markdown),2주차,tracked,최초 f9a39b1(2026-07-24) / 최종 ed8ead5(2026-08-04) / 커밋 8회,(참조 없음),편집 정본,-,주차 콘텐츠 정본(집필 원본),-,-,-
F-0154,courses/바이브코딩/sessions/2주차/deck.contract.json,20253,5e4e955eefbbc5c249862eda5efd180bb87f5261124d742cacd70f2c043cc872,.json,JSON,2주차,tracked,최초 5b402ab(2026-07-29) / 최종 bc20335(2026-08-19) / 커밋 25회,(참조 없음),관리 자료,-,검증 메타데이터·조립 보고,-,-,-
F-0155,courses/바이브코딩/sessions/2주차/강의덱.html,615225,4f403ead0676b73d55f067b66b39eb8b5c74e1af0d270c03797d2676b77848c9,.html,HTML(문서),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 ed8ead5(2026-08-04) / 커밋 31회,../../../../kit/styles/deck.css(있음);../../../../kit/styles/legibility.css(있음);../../../../kit/styles/patterns.css(있음);자료/images/s02_ai-writes-human-decides-paper-cut-v1-transparent.png(있음);자료/images/s03_six-sessions-to-mvp-paper-cut-v1-transparent.png(있음);자료/images/s07_last-week-loop-paper-cut-v1-transparent.png(있음);자료/images/s07_this-week-decide-paper-cut-v1-transparent.png(있음);자료/images/s08_who-what-pain-paper-cut-v1-transparent.png(있음);자료/images/s09_persona-vs-hypothesis-paper-cut-v1-transparent.png(있음);자료/images/s10_ai-empathy-boundary-paper-cut-v1-transparent.png(있음);자료/images/s11_one-sentence-practice-paper-cut-v1-transparent.png(있음);자료/images/s23_result-vs-function-paper-cut-v1-transparent.png(있음);자료/images/s24_mvp-skateboard-to-car-paper-cut-v1-transparent.png(있음);자료/images/s27_scope-three-slots-paper-cut-v1-transparent.png(있음);자료/images/s28_remove-one-feature-paper-cut-v1-transparent.png(있음);자료/images/s34-completion-criteria-vs-test-paper-cut-v1-transparent.png(있음);자료/images/s37_prd-concept-vs-prdmd-file-paper-cut-v1-transparent.png(있음);자료/images/s38_prd-missing-items-paper-cut-v1-transparent.png(있음);자료/images/s40_prd-practice-paper-cut-v1-transparent.png(있음);자료/images/s55-ui-ux-iceberg-paper-cut-v1-transparent.png(있음);자료/images/image 34.png(있음);자료/images/image 35.png(있음);자료/images/image 36.png(있음);자료/images/s65_mobile-responsive-app-ui-v1.png(있음);자료/images/s67_reference-observe-paper-cut-v1-transparent.png(있음);자료/images/s104_reference-copied-paper-cut-v1-transparent.png(있음);자료/images/s75_one-step-at-a-time-paper-cut-v1-transparent.png(있음);자료/images/s80_unprepared-workbench-v3-tight-transparent.png(있음);자료/images/s80_prepared-workbench-v3-tight-transparent.png(있음);자료/images/s81_horse-bridle-bit-v1-transparent.png(있음);자료/images/s81_harness-horse-metaphor-v1-transparent.png(있음);자료/images/s83-agent-tools-workflow-v1-transparent.png(있음);자료/images/s46_harness-slot-filled-vs-empty-paper-cut-v1-transparent.png(있음);자료/images/p6-start-project-kit-paper-cut-v1-transparent.png(있음);자료/images/p6-p1-user-pain-paper-cut-v1-transparent.png(있음);자료/images/p6-p2-mvp-flow-paper-cut-v1-transparent.png(있음);자료/images/p6-p3-doc-system-paper-cut-v1-transparent.png(있음);자료/images/p6-p5-observe-design-paper-cut-v1-transparent.png(있음);자료/images/p6-p4-harness-paper-cut-v1-transparent.png(있음);notes/codex.md(없음),조립 결과물,F-0165,shard(shell+part-*)에서 조립된 생성물,-,112,146
F-0156,courses/바이브코딩/sessions/2주차/강의덱.초안/README.md,4845,9d944aa9e674c7b48d6b5f1b22326000e886fa4ca40c74a4fe68eeb02bb1b9d4,.md,텍스트(Markdown),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 39659ea(2026-08-04) / 커밋 8회,(참조 없음),관리 자료,-,shard 폴더 설명 문서,-,-,-
F-0157,courses/바이브코딩/sessions/2주차/강의덱.초안/part-01.html,66961,10aa539f74fed566aa9a8c8f99550a2c92c3b5019170f653048c8e317d3d5d55,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 14cc21a(2026-08-03) / 커밋 20회,자료/images/s07_last-week-loop-paper-cut-v1-transparent.png(있음);자료/images/s07_this-week-decide-paper-cut-v1-transparent.png(있음);자료/images/s08_who-what-pain-paper-cut-v1-transparent.png(있음);자료/images/s09_persona-vs-hypothesis-paper-cut-v1-transparent.png(있음);자료/images/s10_ai-empathy-boundary-paper-cut-v1-transparent.png(있음);자료/images/s11_one-sentence-practice-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,17,20
F-0158,courses/바이브코딩/sessions/2주차/강의덱.초안/part-02.html,69786,59b61664af2244eee5cb6ada49694dee4f3952e9e6364edb0ed6e2f13ff0a8b1,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 c774fd6(2026-08-03) / 커밋 21회,자료/images/s23_result-vs-function-paper-cut-v1-transparent.png(있음);자료/images/s24_mvp-skateboard-to-car-paper-cut-v1-transparent.png(있음);자료/images/s27_scope-three-slots-paper-cut-v1-transparent.png(있음);자료/images/s28_remove-one-feature-paper-cut-v1-transparent.png(있음);자료/images/s34-completion-criteria-vs-test-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,17,28
F-0159,courses/바이브코딩/sessions/2주차/강의덱.초안/part-03.html,72772,a012a0cb6a54dd630e5b37d3617b2c29351aa720edb4df462c62f7628a0ed69a,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 0517cb2(2026-08-03) / 커밋 22회,자료/images/s37_prd-concept-vs-prdmd-file-paper-cut-v1-transparent.png(있음);자료/images/s38_prd-missing-items-paper-cut-v1-transparent.png(있음);자료/images/s40_prd-practice-paper-cut-v1-transparent.png(있음);notes/codex.md(없음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,14,19
F-0160,courses/바이브코딩/sessions/2주차/강의덱.초안/part-04.html,89680,9fac1faed0999fbb59ec68958b5f47ae09686f4157c732e7486491252ff2b76a,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 4572b90(2026-08-03) / 커밋 21회,자료/images/s55-ui-ux-iceberg-paper-cut-v1-transparent.png(있음);자료/images/image 34.png(있음);자료/images/image 35.png(있음);자료/images/image 36.png(있음);자료/images/s65_mobile-responsive-app-ui-v1.png(있음);자료/images/s67_reference-observe-paper-cut-v1-transparent.png(있음);자료/images/s104_reference-copied-paper-cut-v1-transparent.png(있음);자료/images/s75_one-step-at-a-time-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,24,29
F-0161,courses/바이브코딩/sessions/2주차/강의덱.초안/part-05.html,114460,84ef978fd9793123dd98e2d0e6207187b7c331b67e97f28a50f5a0c933da8dea,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 dc598f4(2026-08-04) / 커밋 23회,자료/images/s80_unprepared-workbench-v3-tight-transparent.png(있음);자료/images/s80_prepared-workbench-v3-tight-transparent.png(있음);자료/images/s81_horse-bridle-bit-v1-transparent.png(있음);자료/images/s81_harness-horse-metaphor-v1-transparent.png(있음);자료/images/s83-agent-tools-workflow-v1-transparent.png(있음);자료/images/s46_harness-slot-filled-vs-empty-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,23,32
F-0162,courses/바이브코딩/sessions/2주차/강의덱.초안/part-06.html,31882,e538266bd9ab8184946b700e423fa7bf2d1fcefb0366720bd7e66aafa65650dc,.html,HTML(조각),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 dc5f943(2026-08-02) / 커밋 17회,자료/images/p6-start-project-kit-paper-cut-v1-transparent.png(있음);자료/images/p6-p1-user-pain-paper-cut-v1-transparent.png(있음);자료/images/p6-p2-mvp-flow-paper-cut-v1-transparent.png(있음);자료/images/p6-p3-doc-system-paper-cut-v1-transparent.png(있음);자료/images/p6-p5-observe-design-paper-cut-v1-transparent.png(있음);자료/images/p6-p4-harness-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,13,13
F-0163,courses/바이브코딩/sessions/2주차/강의덱.초안/part-07.html,1399,e8748b697fb864e45c98f0b043c631d6d50f70b1977f86356183fb88071811ff,.html,HTML(조각·주석만),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 bcc1aae(2026-07-31) / 커밋 5회,(참조 없음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,0(section 태그 자체 없음),0
F-0164,courses/바이브코딩/sessions/2주차/강의덱.초안/part-08.html,2024,2c335d295100f47bd6969130c207de901f1f3c2c18633be140c0ecf3ba1052bf,.html,HTML(조각·주석만),2주차,tracked,최초 1b7bcb8(2026-07-26) / 최종 bcc1aae(2026-07-31) / 커밋 5회,(참조 없음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,0(section 태그 자체 없음),0
F-0165,courses/바이브코딩/sessions/2주차/강의덱.초안/shell.html,163954,09e7fa9f257e06617827095168fee78bfd94261b4f3896a30fa9783e5f768e50,.html,HTML(문서),2주차,tracked,최초 e321979(2026-07-16) / 최종 ed8ead5(2026-08-04) / 커밋 30회,../../../../kit/styles/deck.css(있음);../../../../kit/styles/legibility.css(있음);../../../../kit/styles/patterns.css(있음);자료/images/s02_ai-writes-human-decides-paper-cut-v1-transparent.png(있음);자료/images/s03_six-sessions-to-mvp-paper-cut-v1-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,4,5
