order_id,order_date,order_status,customer_id,customer_type,age_group,region,category,product_name,brand,quantity,unit_price_krw,cost_per_unit_krw,discount_rate,shipping_fee_krw,payment_method,delivery_days,rating,returned,return_reason
ORD00677,2025-02-16,Completed,C0659,VIP,45-54,Gyeonggi,Electronics,Wireless Earbuds,Nova,3,49000,24000,0,3000,Virtual Account,4,5,No,
ORD00678,2025-06-18,Completed,C0215,Returning,55+,Daejeon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Virtual Account,4,4,No,
ORD00679,2025-06-03,Completed,C0317,VIP,45-54,Gwangju,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0,3000,Bank Transfer,5,4,No,
ORD00680,2025-07-10,Completed,C0630,VIP,45-54,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0,0,Bank Transfer,4,5,No,
ORD00681,2025-05-27,Completed,C0609,New,25-34,Gwangju,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,3000,Virtual Account,5,4,No,
ORD00682,2025-06-04,Completed,C0082,Returning,18-24,Gangwon,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Mobile Pay,6,3,No,
ORD00683,2025-12-07,Completed,C0078,New,55+,Jeju,Home,Desk Lamp,Lumen,2,39000,16000,0,0,Bank Transfer,-1,4,No,
ORD00684,2025-10-19,Completed,C0529,New,25-34,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0.2,0,Mobile Pay,5,5,No,
ORD00685,2025-08-09,Completed,C0314,Returning,25-34,Seoul,Food,Gift Snack Box,HappyBox,2,33000,14000,0,0,Virtual Account,4,4,No,
ORD00686,2025-10-04,Completed,C0207,New,25-34,Gangwon,Beauty,Hydrating Serum,PureLab,3,22000,9000,0,0,Mobile Pay,6,3,No,
ORD00687,2025-09-08,Pending,C0608,Returning,45-54,Seoul,Pet,Pet Bed,ComfyPaws,2,47000,20000,0.15,0,Card,,,No,
ORD00688,2025-02-25,Completed,C0187,New,55+,Seoul,Food,Protein Bar Pack,FitBite,4,28000,12000,0.05,3000,Bank Transfer,4,5,No,
ORD00689,2025-04-30,Completed,C0541,New,18-24,Daegu,Beauty,Hydrating Serum,PureLab,2,22000,9000,0,3000,Virtual Account,5,5,No,
ORD00690,2025-01-24,Completed,C0179,Returning,55+,Gwangju,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,3000,Virtual Account,5,4,No,
ORD00691,2025-05-05,Completed,C0598,Returning,35-44,Daejeon,Home,Desk Lamp,Lumen,4,39000,16000,0,3000,Bank Transfer,4,5,No,
ORD00692,2025-09-06,Completed,C0133,Returning,25-34,Gwangju,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,0,Mobile Pay,3,,No,
ORD00693,2025-06-25,Completed,C0786,VIP,35-44,Jeju,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,0,Mobile Pay,1,5,No,
ORD00694,2025-05-20,Completed,C0435,New,25-34,Seoul,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0,3000,Bank Transfer,1,5,No,
ORD00695,2025-10-11,Completed,C0239,New,35-44,Daejeon,Electronics,Smart Watch,Pulse,2,99000,47000,0,0,Card,4,4,No,
ORD00696,2025-05-03,Completed,C0759,VIP,35-44,Gwangju,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,3000,Bank Transfer,1,4,No,
ORD00697,2025-01-04,Completed,C0830,New,25-34,Seoul,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.15,3000,Virtual Account,5,5,No,
ORD00698,2025-04-13,Completed,C0042,New,55+,Busan,Pet,Cat Toy Bundle,PawJoy,2,19000,8000,0.1,0,Virtual Account,4,4,No,
ORD00699,2025-02-05,Completed,C0813,New,35-44,Busan,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Mobile Pay,2,4,No,
ORD00700,2025-09-28,Completed,C0434,New,45-54,Daegu,Home,Storage Box Set,NeatHome,3,29000,12000,0,3000,Virtual Account,3,4,No,
ORD00701,2025-02-11,Completed,C0400,VIP,18-24,Busan,Food,Gift Snack Box,HappyBox,4,33000,14000,0,3000,Mobile Pay,4,4,No,
ORD00702,2025-04-16,Completed,C0235,Returning,45-54,Incheon,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.15,0,Card,4,5,No,
ORD00703,2025-02-02,Completed,C0022,New,35-44,Daejeon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0.1,3000,Card,4,,No,
ORD00704,2025-02-16,Completed,C0486,New,35-44,Gangwon,Home,Storage Box Set,NeatHome,3,29000,12000,0.05,3000,Bank Transfer,1,5,No,
ORD00705,2025-12-28,Completed,C0440,Returning,55+,Gwangju,Home,Storage Box Set,NeatHome,2,29000,12000,0,3000,Bank Transfer,1,4,No,
ORD00706,2025-10-13,Completed,C0764,Returning,55+,Busan,Home,Desk Lamp,Lumen,1,39000,16000,0.05,3000,Mobile Pay,4,5,No,
ORD00707,2025-07-11,Completed,C0079,New,45-54,Jeju,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Card,5,5,No,
ORD00708,2025-10-09,Completed,C0210,VIP,45-54,Gyeonggi,Beauty,Lip Tint,Mellow,2,14000,5000,0,3000,Card,3,5,No,
ORD00709,2025-07-16,Completed,C0318,Returning,45-54,Incheon,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0,0,Mobile Pay,2,5,No,
ORD00710,2025-10-18,Completed,C0518,Returning,18-24,Jeju,Home,Storage Box Set,NeatHome,2,29000,12000,0,3000,Bank Transfer,2,5,No,
ORD00711,2025-09-30,Completed,C0527,Returning,25-34,Incheon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Virtual Account,5,5,No,
ORD00712,2025-08-09,Completed,C0640,Returning,25-34,Busan,Home,Desk Lamp,Lumen,4,39000,16000,0,3000,Card,4,4,No,
ORD00713,2025-10-11,Completed,C0793,Returning,35-44,Gwangju,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,3000,Bank Transfer,2,4,No,
ORD00714,2025-08-31,Completed,C0104,Returning,18-24,Gangwon,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,3000,Card,9,3,No,
ORD00715,2025-06-20,Completed,C0052,New,35-44,Seoul,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0.2,3000,Virtual Account,2,4,No,
ORD00716,2025-05-07,Completed,C0778,Returning,45-54,Seoul,Food,Gift Snack Box,HappyBox,4,33000,14000,0,3000,Card,3,5,No,
ORD00717,2025-02-04,Completed,C0593,Returning,25-34,Gangwon,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Card,5,5,No,
ORD00718,2025-03-04,Completed,C0690,Returning,55+,Jeju,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Mobile Pay,2,5,No,
ORD00719,2025-01-03,Completed,C0302,New,18-24,Incheon,Beauty,Lip Tint,Mellow,3,14000,5000,0,3000,Bank Transfer,3,4,Yes,Different from description
ORD00720,2025-09-12,Completed,C0240,VIP,45-54,Busan,Pet,Dog Treats 1kg,Barkly,3,25000,11000,0,0,Card,3,4,No,
ORD00721,2025-12-02,Completed,C0787,Returning,25-34,Seoul,Electronics,Smart Watch,Pulse,3,99000,47000,0.2,3000,Bank Transfer,5,4,No,
ORD00722,2025-08-30,Completed,C0601,Returning,45-54,Jeju,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0,3000,Bank Transfer,8,4,No,
ORD00723,2025-12-04,Completed,C0237,VIP,25-34,Seoul,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Card,4,4,No,
ORD00724,2025-07-11,Completed,C0220,VIP,35-44,Busan,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Mobile Pay,2,5,No,
ORD00725,2025-04-12,Completed,C0190,VIP,55+,Incheon,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.05,3000,Virtual Account,5,5,No,
ORD00726,2025-02-02,Completed,C0018,New,25-34,Daejeon,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,0,Bank Transfer,5,4,No,
ORD00727,2025-04-29,Cancelled,C0530,New,35-44,Daejeon,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,0,Mobile Pay,,,No,
ORD00728,2025-11-01,Cancelled,C0727,New,55+,Jeju,Food,Protein Bar Pack,FitBite,3,28000,12000,0,0,Virtual Account,,,No,
ORD00729,2025-06-26,Completed,C0766,Returning,45-54,Gangwon,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0,0,Card,3,4,No,
ORD00730,2025-01-19,Completed,C0192,New,25-34,Gyeonggi,Electronics,Wireless Earbuds,Nova,0,999999,24000,0.1,3000,Card,1,4,No,
ORD00731,2025-07-10,Completed,C0442,New,18-24,Daejeon,Home,Storage Box Set,NeatHome,2,29000,12000,0,3000,Card,3,4,No,
ORD00732,2025-07-17,Completed,C0063,VIP,35-44,Gyeonggi,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,3000,Mobile Pay,3,,No,
ORD00733,2025-05-14,Completed,C0071,New,25-34,Seoul,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Virtual Account,1,5,No,
ORD00734,2025-01-08,Completed,C0398,Returning,18-24,Gangwon,Beauty,Lip Tint,Mellow,4,14000,5000,0.2,3000,Card,6,4,No,
ORD00735,2025-01-28,Completed,C0693,Returning,18-24,Incheon,Food,Protein Bar Pack,FitBite,3,28000,12000,0,3000,Mobile Pay,2,5,No,
ORD00736,2025-04-28,Completed,C0562,New,18-24,Gangwon,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Virtual Account,7,4,No,
ORD00737,2025-07-03,Completed,C0413,New,25-34,Seoul,Electronics,Smart Watch,Pulse,3,99000,47000,0,3000,Bank Transfer,4,5,No,
ORD00738,2025-03-30,Completed,C0300,VIP,18-24,Daegu,Food,Protein Bar Pack,FitBite,4,28000,12000,0,0,Virtual Account,3,5,No,
ORD00739,2025-02-17,Completed,C0574,VIP,25-34,Gwangju,Beauty,Hydrating Serum,PureLab,3,22000,9000,0,0,Card,1,4,No,
ORD00740,2025-07-18,Completed,C0122,New,35-44,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0.25,3000,Mobile Pay,5,5,No,
ORD00741,2025-04-24,Completed,C0321,New,25-34,Incheon,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Bank Transfer,1,5,No,
ORD00742,2025-04-24,Completed,C0442,New,45-54,Daegu,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,3000,Virtual Account,4,5,No,
ORD00743,2025-08-23,Completed,C0405,New,55+,Daegu,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Virtual Account,2,4,No,
ORD00744,2025-03-17,Completed,C0009,Returning,18-24,Gwangju,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,0,Mobile Pay,4,5,No,
ORD00745,2025-05-30,Completed,C0353,Returning,45-54,Gwangju,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0,3000,Mobile Pay,5,5,No,
ORD00746,2025-09-26,Completed,C0287,Returning,35-44,Incheon,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,3000,Card,1,4,No,
ORD00747,2025-09-03,Completed,C0421,Returning,55+,Gwangju,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0,3000,Mobile Pay,4,5,No,
ORD00748,2025-02-21,Completed,C0335,Returning,45-54,Gyeonggi,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0,0,Card,2,,No,
ORD00749,2025-03-11,Completed,C0117,VIP,55+,Incheon,Home,Desk Lamp,Lumen,4,39000,16000,0,0,Bank Transfer,4,5,No,
ORD00750,2025-03-21,Completed,C0821,Returning,25-34,Gangwon,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0,0,Card,7,3,Yes,Wrong size
ORD00751,2025-11-29,Completed,C0027,Returning,55+,Gwangju,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0,3000,Virtual Account,4,5,No,
ORD00752,2025-07-14,Completed,C0847,New,25-34,Daegu,Electronics,Wireless Earbuds,Nova,2,49000,24000,0.15,3000,Card,1,4,No,
ORD00753,2025-12-05,Completed,C0235,New,18-24,Seoul,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,3000,Virtual Account,3,4,No,
ORD00754,2025-10-27,Completed,C0522,VIP,25-34,Incheon,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,3000,Mobile Pay,4,4,No,
ORD00755,2025-03-12,Completed,C0270,New,45-54,Busan,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.1,3000,Mobile Pay,4,5,No,
ORD00756,2025-11-25,Completed,C0705,VIP,18-24,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Card,2,5,No,
ORD00757,2025-09-14,Completed,C0021,VIP,35-44,Daejeon,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.15,3000,Mobile Pay,2,,No,
ORD00758,2025-02-08,Completed,C0104,Returning,18-24,Busan,Pet,Pet Bed,ComfyPaws,4,47000,20000,0.15,3000,Virtual Account,2,4,No,
ORD00759,2025-04-14,Completed,C0369,Returning,18-24,Daejeon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0.15,3000,Bank Transfer,2,5,No,
ORD00760,2025-04-03,Completed,C0814,Returning,45-54,Daegu,Home,Desk Lamp,Lumen,1,39000,16000,0,0,Card,3,5,No,
ORD00761,2025-09-12,Completed,C0345,Returning,18-24,Gangwon,Food,Protein Bar Pack,FitBite,2,28000,12000,0,0,Bank Transfer,2,5,No,
ORD00762,2025-07-03,Completed,C0543,New,25-34,Busan,Beauty,Lip Tint,Mellow,4,14000,5000,0,0,Mobile Pay,2,5,No,
ORD00763,2025-02-06,Completed,C0839,New,55+,Incheon,Fashion,Oversized Hoodie,Northline,3,45000,21000,0.2,3000,Mobile Pay,2,4,No,
ORD00764,2025-06-20,Completed,C0142,New,35-44,Gyeonggi,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,0,Mobile Pay,4,5,No,
ORD00765,2025-01-03,Completed,C0664,Returning,35-44,Seoul,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,3000,Mobile Pay,4,4,No,
ORD00766,2025-02-13,Completed,C0799,New,55+,Daejeon,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,0,Virtual Account,45,4,No,
ORD00767,2025-01-27,Completed,C0466,VIP,35-44,Daegu,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0.25,0,Card,5,4,No,
ORD00768,2025-10-06,Completed,C0380,Returning,18-24,Daejeon,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Card,5,3,Yes,Late delivery
ORD00769,2025-12-14,Completed,C0363,New,25-34,Daejeon,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0,3000,Bank Transfer,2,3,Yes,Changed mind
ORD00770,2025-07-10,Completed,C0562,New,55+,Seoul,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0.05,3000,Virtual Account,4,4,No,
ORD00771,2025-08-21,Completed,C0244,New,35-44,Jeju,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0.2,0,Mobile Pay,5,3,Yes,Different from description
ORD00772,2025-01-14,Completed,C0361,Returning,18-24,Incheon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Mobile Pay,1,4,No,
ORD00773,2025-12-12,Completed,C0740,New,18-24,Daegu,Electronics,Smart Watch,Pulse,2,99000,47000,0.05,3000,Virtual Account,2,5,No,
ORD00774,2025-12-14,Completed,C0420,Returning,35-44,Gwangju,Home,Desk Lamp,Lumen,3,39000,16000,0,0,Card,3,5,No,
ORD00775,2025-03-16,Completed,C0358,Returning,35-44,Gwangju,Beauty,Lip Tint,Mellow,2,14000,5000,0,3000,Card,1,4,No,
ORD00776,2025-01-19,Completed,C0060,Returning,55+,Seoul,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Mobile Pay,5,4,No,
ORD00777,2025-08-12,Completed,C0468,New,35-44,Gangwon,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,0,Bank Transfer,8,4,No,
ORD00778,2025-03-22,Completed,C0470,New,18-24,Daejeon,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,3000,Bank Transfer,2,4,No,
ORD00779,2025-05-17,Completed,C0080,New,55+,Seoul,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Virtual Account,3,5,No,
ORD00780,2025-08-27,Completed,C0141,New,35-44,Jeju,Home,Desk Lamp,Lumen,1,39000,16000,0.2,3000,Card,7,3,No,
ORD00781,2025-05-13,Completed,C0111,Returning,35-44,Gyeonggi,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,0,Virtual Account,3,,No,
ORD00782,2025-07-23,Cancelled,C0542,VIP,55+,Seoul,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,0,Card,,,No,
ORD00783,2025-07-20,Completed,C0668,Returning,55+,Gwangju,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Mobile Pay,2,4,No,
ORD00784,2025-07-08,Completed,C0493,New,45-54,Seoul,Electronics,Wireless Earbuds,Nova,1,49000,24000,0.05,3000,Bank Transfer,2,5,No,
ORD00785,2025-06-27,Completed,C0217,Returning,55+,Daejeon,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0,0,Virtual Account,5,5,No,
ORD00786,2025-05-30,Completed,C0680,Returning,18-24,Seoul,Pet,Pet Bed,ComfyPaws,1,47000,20000,0,0,Virtual Account,1,5,No,
ORD00787,2025-08-08,Completed,C0678,New,55+,Jeju,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,3000,Virtual Account,7,3,Yes,Different from description
ORD00788,2025-04-27,Completed,C0016,Returning,25-34,Daejeon,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Mobile Pay,5,5,No,
ORD00789,2025-11-02,Completed,C0139,New,45-54,Busan,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,0,Bank Transfer,4,4,No,
ORD00790,2025-07-27,Completed,C0598,Returning,18-24,Gwangju,Home,Storage Box Set,NeatHome,1,29000,12000,0,3000,Virtual Account,1,4,No,
ORD00791,2025-09-25,Completed,C0803,New,35-44,Gangwon,Food,Gift Snack Box,HappyBox,99,33000,14000,0,3000,Card,5,4,No,
ORD00792,2025-04-14,Completed,C0713,New,18-24,Gwangju,Fashion,Crossbody Bag,Morrow,3,43000,18000,0,3000,Virtual Account,5,3,Yes,Late delivery
ORD00793,2025-10-30,Completed,C0113,Returning,45-54,Gyeonggi,Electronics,Wireless Earbuds,Nova,2,49000,24000,0,3000,Card,2,5,No,
ORD00794,2025-03-22,Completed,C0122,Returning,18-24,Incheon,Pet,Pet Bed,ComfyPaws,2,47000,20000,0,3000,Virtual Account,5,5,No,
ORD00795,2025-06-04,Completed,C0506,New,55+,Gangwon,Electronics,Smart Watch,Pulse,4,99000,47000,0,3000,Mobile Pay,5,4,No,
ORD00796,2025-03-18,Completed,C0204,Returning,45-54,Daegu,Electronics,Smart Watch,Pulse,3,99000,47000,0,3000,Card,1,5,No,
ORD00797,2025-08-23,Completed,C0685,Returning,45-54,Jeju,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0,3000,Bank Transfer,5,4,No,
ORD00798,2025-04-12,Completed,C0119,Returning,35-44,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0,3000,Bank Transfer,5,5,No,
ORD00799,2025-11-06,Cancelled,C0789,VIP,55+,Daejeon,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,0,Card,,,No,
ORD00800,2025-10-25,Completed,C0756,Returning,25-34,Gangwon,Beauty,Lip Tint,Mellow,1,14000,5000,0.15,3000,Virtual Account,3,5,No,
ORD00801,2025-05-10,Completed,C0578,Returning,55+,Seoul,Fashion,Crossbody Bag,Morrow,3,43000,18000,0.25,3000,Bank Transfer,3,5,No,
ORD00802,2025-11-24,Completed,C0221,New,45-54,Gangwon,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,3000,Mobile Pay,5,5,No,
ORD00803,2025-02-02,Completed,C0162,VIP,35-44,Incheon,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0,3000,Card,4,5,No,
ORD00804,2025-08-14,Completed,C0135,Returning,35-44,Seoul,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Virtual Account,5,5,No,
ORD00805,2025-01-20,Completed,C0365,Returning,45-54,Daejeon,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0.05,3000,Mobile Pay,2,4,No,
ORD00806,2025-06-07,Completed,C0069,VIP,45-54,Jeju,Fashion,Crossbody Bag,Morrow,1,43000,18000,0.05,0,Virtual Account,9,3,No,
ORD00807,2025-08-11,Completed,C0784,New,45-54,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0.2,3000,Bank Transfer,5,3,Yes,Late delivery
ORD00808,2025-04-15,Completed,C0819,New,45-54,Seoul,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.2,0,Card,3,4,No,
ORD00809,2025-01-03,Cancelled,C0011,Returning,55+,Jeju,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0,0,Bank Transfer,,,No,
ORD00810,2025-10-12,Completed,C0267,New,25-34,Jeju,Beauty,Lip Tint,Mellow,3,14000,5000,0.1,3000,Virtual Account,7,3,Yes,Wrong size
ORD00811,2025-04-07,Completed,C0400,Returning,25-34,Seoul,Fashion,Crossbody Bag,Morrow,3,43000,18000,0.05,3000,Mobile Pay,5,5,No,
ORD00812,2025-08-03,Completed,C0694,New,25-34,Gwangju,Electronics,Smart Watch,Pulse,3,99000,47000,0,3000,Virtual Account,4,5,No,
ORD00813,2025-04-05,Completed,C0241,Returning,45-54,Gyeonggi,Home,Desk Lamp,Lumen,4,39000,16000,0.25,0,Bank Transfer,4,5,No,
ORD00814,2025-10-23,Completed,C0655,Returning,55+,Jeju,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.05,0,Card,6,3,No,
ORD00815,2025-08-23,Completed,C0251,Returning,45-54,Gangwon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Mobile Pay,2,5,No,
ORD00816,2025-12-02,Completed,C0727,New,35-44,Gyeonggi,Pet,Dog Treats 1kg,Barkly,2,25000,11000,0,0,Bank Transfer,5,4,No,
ORD00817,2025-10-14,Completed,C0029,VIP,25-34,Gyeonggi,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Card,1,5,No,
ORD00818,2025-05-11,Completed,C0462,New,35-44,Daejeon,Electronics,Smart Watch,Pulse,2,99000,47000,0,0,Mobile Pay,5,5,No,
ORD00819,2025-05-20,Completed,C0240,Returning,45-54,Busan,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0,0,Virtual Account,3,4,No,
ORD00820,2025-05-22,Completed,C0599,VIP,55+,Gangwon,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.15,3000,Bank Transfer,3,4,Yes,Wrong size
ORD00821,2025-07-29,Completed,C0619,Returning,45-54,Daejeon,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0,0,Mobile Pay,1,5,No,
ORD00822,2025-12-27,Completed,C0154,New,45-54,Seoul,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Bank Transfer,5,5,No,
ORD00823,2025-06-28,Completed,C0711,VIP,25-34,Busan,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.05,3000,Card,4,4,No,
ORD00824,2025-11-21,Completed,C0391,Returning,35-44,Daegu,Pet,Pet Bed,ComfyPaws,3,47000,20000,0,3000,Bank Transfer,4,4,No,
ORD00825,2025-06-06,Completed,C0261,New,55+,Gangwon,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.25,3000,Virtual Account,1,5,No,
ORD00826,2025-05-12,Completed,C0671,VIP,25-34,Seoul,Home,Storage Box Set,NeatHome,1,29000,12000,0,3000,Bank Transfer,3,4,No,
ORD00827,2025-06-19,Completed,C0257,Returning,45-54,Gwangju,Home,Storage Box Set,NeatHome,3,29000,12000,0.05,3000,Mobile Pay,2,5,No,
ORD00828,2025-08-12,Completed,C0654,New,55+,Gangwon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.25,0,Virtual Account,7,3,No,
ORD00829,2025-12-26,Completed,C0462,New,45-54,Incheon,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,0,Bank Transfer,5,5,No,
ORD00830,2025-05-22,Completed,C0748,Returning,25-34,Daejeon,Home,Cotton Towel Set,SoftDay,1,24000,10000,0,3000,Card,5,5,No,
ORD00831,2025-05-05,Completed,C0807,Returning,35-44,Jeju,Home,Storage Box Set,NeatHome,3,29000,12000,0,3000,Virtual Account,9,3,No,
ORD00832,2025-09-05,Completed,C0143,VIP,55+,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0,3000,Card,1,5,No,
ORD00833,2025-06-10,Completed,C0141,Returning,25-34,Seoul,Home,Desk Lamp,Lumen,3,39000,16000,0,3000,Card,4,5,No,
ORD00834,2025-02-05,Completed,C0461,Returning,35-44,Jeju,Electronics,Wireless Earbuds,Nova,3,49000,24000,0,3000,Mobile Pay,8,3,No,
ORD00835,2025-08-15,Completed,C0123,Returning,25-34,Busan,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Card,4,5,No,
ORD00836,2025-10-26,Cancelled,C0513,Returning,45-54,Daejeon,Pet,Pet Bed,ComfyPaws,4,47000,20000,0,0,Card,,,No,
ORD00837,2025-10-10,Completed,C0114,Returning,35-44,Busan,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.2,0,Virtual Account,5,5,No,
ORD00838,2025-12-18,Completed,C0209,Returning,25-34,Daegu,Electronics,Wireless Earbuds,Nova,2,49000,24000,0.1,0,Virtual Account,1,4,No,
ORD00839,2025-04-23,Completed,C0418,New,35-44,Jeju,Pet,Pet Bed,ComfyPaws,2,47000,20000,0,3000,Virtual Account,4,5,No,
ORD00840,2025-04-24,Completed,C0152,VIP,45-54,Daejeon,Food,Protein Bar Pack,FitBite,1,28000,12000,0,3000,Bank Transfer,5,4,No,
ORD00841,2025-03-11,Completed,C0035,Returning,55+,Daejeon,Electronics,Smart Watch,Pulse,3,99000,47000,0.2,0,Card,2,5,No,
ORD00842,2025-01-23,Completed,C0421,VIP,55+,Busan,Food,Gift Snack Box,HappyBox,3,33000,14000,0,3000,Bank Transfer,2,4,No,
ORD00843,2025-03-11,Completed,C0303,Returning,25-34,Jeju,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Card,5,5,No,
ORD00844,2025-02-05,Completed,C0202,New,35-44,Gangwon,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,3000,Card,9,4,No,
ORD00845,2025-02-04,Completed,C0470,New,35-44,Seoul,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Virtual Account,2,4,No,
ORD00846,2025-01-29,Completed,C0505,Returning,18-24,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,4,32000,15000,0.15,3000,Card,1,4,No,
ORD00847,2025-08-22,Completed,C0058,New,35-44,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,0,Mobile Pay,5,5,No,
ORD00848,2025-11-27,Completed,C0043,Returning,18-24,Seoul,Beauty,Sunscreen SPF50,Glow,4,18000,7000,0,0,Virtual Account,2,4,No,
ORD00849,2025-03-04,Completed,C0391,New,45-54,Daegu,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.15,0,Bank Transfer,-1,5,No,
ORD00850,2025-10-05,Completed,C0081,VIP,18-24,Gangwon,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,0,Bank Transfer,7,3,No,
