order_id,order_date,order_status,customer_id,customer_type,age_group,region,category,product_name,brand,quantity,unit_price_krw,cost_per_unit_krw,discount_rate,shipping_fee_krw,payment_method,delivery_days,rating,returned,return_reason,order_month,net_revenue_krw,cost_total_krw,margin_krw,delivery_metric_included,source_line
ORD00427,2025-09-18,Completed,C0774,Returning,35-44,Jeju,Beauty,Lip Tint,Mellow,1,14000,5000,0,3000,Bank Transfer,7,3,No,,2025-09,14000,5000,9000,Yes,428
ORD00429,2025-03-30,Completed,C0079,VIP,25-34,Gwangju,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Mobile Pay,3,5,No,,2025-03,172000,72000,100000,Yes,430
ORD00430,2025-05-08,Completed,C0021,Returning,45-54,Incheon,Beauty,Lip Tint,Mellow,3,14000,5000,0,0,Virtual Account,1,5,No,,2025-05,42000,15000,27000,Yes,431
ORD00431,2025-09-09,Completed,C0079,Returning,18-24,Jeju,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0.2,3000,Mobile Pay,8,4,No,,2025-09,43200,21000,22200,Yes,432
ORD00432,2025-12-06,Completed,C0714,VIP,18-24,Seoul,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.05,3000,Virtual Account,5,4,No,,2025-12,18050,8000,10050,Yes,433
ORD00433,2025-09-12,Completed,C0253,Returning,45-54,Jeju,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0.1,3000,Virtual Account,4,5,No,,2025-09,175500,93000,82500,Yes,434
ORD00434,2025-04-04,Completed,C0560,New,18-24,Incheon,Electronics,Smart Watch,Pulse,4,99000,47000,0,3000,Virtual Account,45,5,No,,2025-04,396000,188000,208000,No,435
ORD00435,2025-01-29,Completed,C0149,VIP,35-44,Incheon,Beauty,Lip Tint,Mellow,4,14000,5000,0,3000,Virtual Account,2,5,No,,2025-01,56000,20000,36000,Yes,436
ORD00436,2025-10-03,Completed,C0797,Returning,35-44,Daegu,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Mobile Pay,2,5,No,,2025-10,96000,40000,56000,Yes,437
ORD00437,2025-11-15,Completed,C0072,New,18-24,Busan,Beauty,Hydrating Serum,PureLab,1,22000,9000,0,3000,Virtual Account,2,5,No,,2025-11,22000,9000,13000,Yes,438
ORD00438,2025-05-18,Completed,C0245,Returning,55+,Busan,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,3000,Virtual Account,3,5,No,,2025-05,65000,31000,34000,Yes,439
ORD00440,2025-12-30,Completed,C0282,Returning,45-54,Gyeonggi,Electronics,Wireless Earbuds,Nova,1,49000,24000,0.2,3000,Card,2,5,No,,2025-12,39200,24000,15200,Yes,441
ORD00441,2025-12-06,Completed,C0827,New,55+,Jeju,Electronics,Smart Watch,Pulse,3,99000,47000,0.1,3000,Mobile Pay,2,4,No,,2025-12,267300,141000,126300,Yes,442
ORD00442,2025-11-06,Completed,C0819,New,55+,Daegu,Food,Protein Bar Pack,FitBite,2,28000,12000,0,0,Mobile Pay,5,4,No,,2025-11,56000,24000,32000,Yes,443
ORD00443,2025-07-13,Completed,C0278,Returning,45-54,Daejeon,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,3000,Virtual Account,3,4,No,,2025-07,18000,7000,11000,Yes,444
ORD00444,2025-06-10,Completed,C0330,Returning,55+,Busan,Home,Desk Lamp,Lumen,3,39000,16000,0.2,3000,Mobile Pay,4,5,No,,2025-06,93600,48000,45600,Yes,445
ORD00445,2025-12-15,Completed,C0474,Returning,25-34,Incheon,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.25,3000,Mobile Pay,3,4,No,,2025-12,24000,15000,9000,Yes,446
ORD00446,2025-08-13,Completed,C0461,VIP,35-44,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,4,19000,8000,0,3000,Card,2,5,No,,2025-08,76000,32000,44000,Yes,447
ORD00447,2025-03-12,Completed,C0823,Returning,25-34,Incheon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,0,Bank Transfer,2,5,No,,2025-03,49000,24000,25000,Yes,448
ORD00448,2025-10-24,Completed,C0361,Returning,45-54,Gyeonggi,Home,Desk Lamp,Lumen,3,39000,16000,0,3000,Mobile Pay,4,4,No,,2025-10,117000,48000,69000,Yes,449
ORD00449,2025-10-23,Completed,C0606,New,45-54,Gwangju,Home,Storage Box Set,NeatHome,2,29000,12000,0.25,0,Mobile Pay,2,5,No,,2025-10,43500,24000,19500,Yes,450
ORD00451,2025-07-24,Completed,C0534,Returning,18-24,Jeju,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,3000,Card,2,5,No,,2025-07,45000,21000,24000,Yes,452
ORD00452,2025-01-06,Completed,C0630,Returning,18-24,Daejeon,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0,0,Card,1,5,No,,2025-01,177000,78000,99000,Yes,453
ORD00453,2025-02-22,Completed,C0255,New,35-44,Incheon,Food,Gift Snack Box,HappyBox,2,33000,14000,0,3000,Card,5,4,No,,2025-02,66000,28000,38000,Yes,454
ORD00454,2025-01-24,Completed,C0217,Returning,25-34,Gyeonggi,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Mobile Pay,4,5,No,,2025-01,112000,48000,64000,Yes,455
ORD00455,2025-10-03,Completed,C0153,Returning,25-34,Busan,Beauty,Hydrating Serum,PureLab,4,22000,9000,0,3000,Mobile Pay,3,5,No,,2025-10,88000,36000,52000,Yes,456
ORD00456,2025-10-04,Completed,C0542,Returning,25-34,Jeju,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Mobile Pay,1,5,No,,2025-10,112000,48000,64000,Yes,457
ORD00458,2025-04-24,Completed,C0062,VIP,35-44,Incheon,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,0,Mobile Pay,2,3,Yes,Wrong size,2025-04,96000,45000,51000,Yes,459
ORD00459,2025-07-23,Completed,C0598,Returning,18-24,Gangwon,Food,Gift Snack Box,HappyBox,4,33000,14000,0.2,0,Mobile Pay,2,5,No,,2025-07,105600,56000,49600,Yes,460
ORD00460,2025-02-22,Completed,C0705,VIP,25-34,Gangwon,Food,Protein Bar Pack,FitBite,1,28000,12000,0.05,3000,Mobile Pay,8,3,No,,2025-02,26600,12000,14600,Yes,461
ORD00461,2025-10-27,Completed,C0097,VIP,35-44,Gyeonggi,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,0,Card,2,3,Yes,Wrong size,2025-10,96000,40000,56000,Yes,462
ORD00463,2025-10-07,Completed,C0201,Returning,18-24,Gyeonggi,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Virtual Account,4,5,No,,2025-10,236000,104000,132000,Yes,464
ORD00464,2025-04-18,Completed,C0073,Returning,25-34,Gangwon,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Mobile Pay,4,5,No,,2025-04,65000,31000,34000,Yes,465
ORD00465,2025-01-25,Completed,C0407,Returning,18-24,Jeju,Fashion,Crossbody Bag,Morrow,1,43000,18000,0,0,Mobile Pay,2,5,No,,2025-01,43000,18000,25000,Yes,466
ORD00467,2025-10-15,Completed,C0832,VIP,35-44,Gwangju,Home,Desk Lamp,Lumen,1,39000,16000,0.25,3000,Bank Transfer,3,4,No,,2025-10,29250,16000,13250,Yes,468
ORD00468,2025-04-06,Completed,C0017,Returning,55+,Jeju,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0,3000,Virtual Account,9,4,No,,2025-04,118000,52000,66000,Yes,469
ORD00469,2025-08-21,Completed,C0173,New,35-44,Gwangju,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Bank Transfer,3,5,No,,2025-08,57000,24000,33000,Yes,470
ORD00470,2025-04-23,Completed,C0622,New,35-44,Gyeonggi,Fashion,Oversized Hoodie,Northline,1,45000,21000,0,3000,Bank Transfer,3,4,No,,2025-04,45000,21000,24000,Yes,471
ORD00472,2025-11-26,Completed,C0283,New,25-34,Daegu,Electronics,Wireless Earbuds,Nova,1,49000,24000,0.1,3000,Mobile Pay,5,,No,,2025-11,44100,24000,20100,Yes,473
ORD00473,2025-01-16,Completed,C0118,Returning,35-44,Daejeon,Food,Protein Bar Pack,FitBite,3,28000,12000,0,3000,Virtual Account,3,5,No,,2025-01,84000,36000,48000,Yes,474
ORD00474,2025-08-06,Completed,C0015,VIP,25-34,Incheon,Electronics,Smart Watch,Pulse,3,99000,47000,0,3000,Virtual Account,1,4,No,,2025-08,297000,141000,156000,Yes,475
ORD00476,2025-10-29,Completed,C0439,New,45-54,Daegu,Beauty,Lip Tint,Mellow,4,14000,5000,0,3000,Bank Transfer,2,4,No,,2025-10,56000,20000,36000,Yes,477
ORD00478,2025-09-16,Completed,C0575,Returning,55+,Seoul,Home,Storage Box Set,NeatHome,3,29000,12000,0,0,Virtual Account,4,4,No,,2025-09,87000,36000,51000,Yes,479
ORD00479,2025-06-14,Completed,C0604,Returning,25-34,Daegu,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0.05,3000,Mobile Pay,1,4,Yes,Damaged item,2025-06,56050,26000,30050,Yes,480
ORD00480,2025-07-05,Completed,C0038,New,18-24,Seoul,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,3000,Card,2,5,No,,2025-07,96000,45000,51000,Yes,481
ORD00481,2025-03-10,Completed,C0498,Returning,35-44,Gyeonggi,Fashion,Canvas Sneakers,Walkon,3,59000,26000,0,0,Card,2,5,No,,2025-03,177000,78000,99000,Yes,482
ORD00482,2025-02-16,Completed,C0322,New,55+,Gangwon,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Card,7,4,No,,2025-02,260000,124000,136000,Yes,483
ORD00483,2025-05-23,Completed,C0415,Returning,35-44,Seoul,Fashion,Canvas Sneakers,Walkon,2,59000,26000,0,3000,Mobile Pay,4,,No,,2025-05,118000,52000,66000,Yes,484
ORD00484,2025-01-06,Completed,C0289,New,25-34,Gyeonggi,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0.2,3000,Card,3,4,No,,2025-01,104000,62000,42000,Yes,485
ORD00485,2025-02-27,Completed,C0466,Returning,45-54,Seoul,Beauty,Sunscreen SPF50,Glow,2,18000,7000,0,0,Virtual Account,3,4,No,,2025-02,36000,14000,22000,Yes,486
ORD00487,2025-09-08,Completed,C0659,Returning,18-24,Jeju,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,0,Card,5,5,No,,2025-09,65000,31000,34000,Yes,488
ORD00488,2025-05-08,Completed,C0299,VIP,45-54,Daegu,Food,Protein Bar Pack,FitBite,1,28000,12000,0,0,Mobile Pay,2,5,No,,2025-05,28000,12000,16000,Yes,489
ORD00489,2025-08-17,Completed,C0353,Returning,18-24,Gangwon,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Virtual Account,5,4,No,,2025-08,64000,30000,34000,Yes,490
ORD00490,2025-03-04,Completed,C0555,Returning,45-54,Gyeonggi,Home,Desk Lamp,Lumen,2,39000,16000,0,3000,Bank Transfer,4,4,No,,2025-03,78000,32000,46000,Yes,491
ORD00491,2025-04-29,Completed,C0274,Returning,55+,Gwangju,Fashion,Crossbody Bag,Morrow,4,43000,18000,0.2,3000,Bank Transfer,2,4,No,,2025-04,137600,72000,65600,Yes,492
ORD00492,2025-02-10,Completed,C0668,Returning,35-44,Gyeonggi,Home,Storage Box Set,NeatHome,4,29000,12000,0,3000,Bank Transfer,2,4,No,,2025-02,116000,48000,68000,Yes,493
ORD00493,2025-02-01,Completed,C0822,Returning,35-44,Busan,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Card,2,5,No,,2025-02,96000,40000,56000,Yes,494
ORD00494,2025-12-22,Completed,C0695,New,18-24,Seoul,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Virtual Account,2,5,No,,2025-12,96000,40000,56000,Yes,495
ORD00495,2025-06-02,Completed,C0489,Returning,45-54,Incheon,Home,Desk Lamp,Lumen,2,39000,16000,0.15,0,Card,5,5,No,,2025-06,66300,32000,34300,Yes,496
ORD00497,2025-02-19,Completed,C0607,Returning,25-34,Incheon,Beauty,Lip Tint,Mellow,4,14000,5000,0.1,0,Bank Transfer,4,5,No,,2025-02,50400,20000,30400,Yes,498
ORD00498,2025-08-21,Completed,C0053,Returning,25-34,Seoul,Fashion,Oversized Hoodie,Northline,3,45000,21000,0,3000,Card,3,4,Yes,Late delivery,2025-08,135000,63000,72000,Yes,499
ORD00499,2025-12-20,Completed,C0368,Returning,55+,Incheon,Electronics,Wireless Earbuds,Nova,1,49000,24000,0.15,3000,Card,5,4,No,,2025-12,41650,24000,17650,Yes,500
ORD00500,2025-01-31,Completed,C0196,Returning,55+,Incheon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Bank Transfer,3,5,No,,2025-01,195000,93000,102000,Yes,501
ORD00501,2025-03-06,Completed,C0319,New,45-54,Gyeonggi,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,3000,Virtual Account,1,5,No,,2025-03,196000,96000,100000,Yes,502
ORD00502,2025-06-01,Completed,C0831,New,45-54,Gyeonggi,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0,3000,Bank Transfer,3,5,No,,2025-06,57000,24000,33000,Yes,503
ORD00504,2025-05-23,Completed,C0737,Returning,25-34,Daegu,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Bank Transfer,1,5,No,,2025-05,198000,94000,104000,Yes,505
ORD00505,2025-06-17,Completed,C0787,Returning,45-54,Busan,Beauty,Hydrating Serum,PureLab,3,22000,9000,0,0,Bank Transfer,4,5,No,,2025-06,66000,27000,39000,Yes,506
ORD00506,2025-09-15,Completed,C0101,Returning,45-54,Seoul,Fashion,Crossbody Bag,Morrow,4,43000,18000,0,3000,Card,1,,No,,2025-09,172000,72000,100000,Yes,507
ORD00507,2025-01-09,Completed,C0373,New,18-24,Busan,Electronics,Wireless Earbuds,Nova,1,49000,24000,0,3000,Mobile Pay,5,5,No,,2025-01,49000,24000,25000,Yes,508
ORD00508,2025-11-24,Completed,C0177,Returning,55+,Daegu,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,3000,Virtual Account,2,5,No,,2025-11,196000,96000,100000,Yes,509
ORD00509,2025-02-15,Completed,C0548,VIP,55+,Gwangju,Beauty,Lip Tint,Mellow,2,14000,5000,0,0,Virtual Account,5,4,Yes,Different from description,2025-02,28000,10000,18000,Yes,510
ORD00511,2025-04-21,Completed,C0809,Returning,25-34,Daejeon,Pet,Dog Treats 1kg,Barkly,1,25000,11000,0,0,Mobile Pay,3,5,No,,2025-04,25000,11000,14000,Yes,512
ORD00512,2025-09-05,Completed,C0441,New,55+,Busan,Pet,Pet Bed,ComfyPaws,1,47000,20000,0.25,0,Card,2,5,No,,2025-09,35250,20000,15250,Yes,513
ORD00513,2025-10-18,Completed,C0398,Returning,55+,Daejeon,Food,Coffee Bean 1kg,BeanRoot,1,32000,15000,0.2,0,Virtual Account,3,4,No,,2025-10,25600,15000,10600,Yes,514
ORD00514,2025-07-27,Completed,C0168,New,55+,Daegu,Food,Coffee Bean 1kg,BeanRoot,2,32000,15000,0,3000,Card,5,5,No,,2025-07,64000,30000,34000,Yes,515
ORD00515,2025-12-11,Completed,C0130,New,18-24,Daejeon,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,0,Mobile Pay,2,5,No,,2025-12,196000,96000,100000,Yes,516
ORD00516,2025-02-28,Completed,C0383,VIP,18-24,Daegu,Electronics,Wireless Earbuds,Nova,2,49000,24000,0.15,0,Bank Transfer,3,5,No,,2025-02,83300,48000,35300,Yes,517
ORD00518,2025-08-12,Completed,C0520,New,25-34,Gyeonggi,Fashion,Crossbody Bag,Morrow,3,43000,18000,0,3000,Mobile Pay,2,5,No,,2025-08,129000,54000,75000,Yes,519
ORD00519,2025-02-19,Completed,C0799,New,35-44,Gangwon,Food,Protein Bar Pack,FitBite,4,28000,12000,0.15,3000,Card,5,5,No,,2025-02,95200,48000,47200,Yes,520
ORD00520,2025-07-09,Completed,C0171,Returning,55+,Seoul,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Mobile Pay,5,4,No,,2025-07,39000,16000,23000,Yes,521
ORD00521,2025-06-26,Completed,C0495,VIP,18-24,Gangwon,Food,Protein Bar Pack,FitBite,1,28000,12000,0,3000,Card,9,4,No,,2025-06,28000,12000,16000,Yes,522
ORD00522,2025-08-25,Completed,C0460,New,25-34,Daejeon,Home,Desk Lamp,Lumen,2,39000,16000,0.15,0,Bank Transfer,3,5,No,,2025-08,66300,32000,34300,Yes,523
ORD00523,2025-01-02,Completed,C0079,New,55+,Daejeon,Fashion,Crossbody Bag,Morrow,2,43000,18000,0,0,Card,3,4,No,,2025-01,86000,36000,50000,Yes,524
ORD00524,2025-09-26,Completed,C0383,New,35-44,Gwangju,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,0,Virtual Account,1,5,No,,2025-09,195000,93000,102000,Yes,525
ORD00525,2025-08-08,Completed,C0581,New,45-54,Seoul,Beauty,Lip Tint,Mellow,4,14000,5000,0.05,0,Card,5,5,No,,2025-08,53200,20000,33200,Yes,526
ORD00526,2025-06-18,Completed,C0256,VIP,18-24,Gangwon,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Card,7,4,No,,2025-06,236000,104000,132000,Yes,527
ORD00527,2025-01-14,Completed,C0448,VIP,35-44,Gyeonggi,Food,Gift Snack Box,HappyBox,4,33000,14000,0,0,Bank Transfer,3,4,No,,2025-01,132000,56000,76000,Yes,528
ORD00528,2025-01-25,Completed,C0582,VIP,35-44,Daejeon,Beauty,Hydrating Serum,PureLab,4,22000,9000,0.25,3000,Bank Transfer,1,5,No,,2025-01,66000,36000,30000,Yes,529
ORD00529,2025-03-21,Completed,C0363,Returning,35-44,Gangwon,Food,Gift Snack Box,HappyBox,4,33000,14000,0,3000,Bank Transfer,6,4,No,,2025-03,132000,56000,76000,Yes,530
ORD00530,2025-09-11,Completed,C0570,Returning,35-44,Daegu,Electronics,Smart Watch,Pulse,2,99000,47000,0,3000,Card,2,5,No,,2025-09,198000,94000,104000,Yes,531
ORD00531,2025-07-20,Completed,C0481,Returning,18-24,Daejeon,Beauty,Sunscreen SPF50,Glow,3,18000,7000,0,3000,Mobile Pay,5,5,No,,2025-07,54000,21000,33000,Yes,532
ORD00532,2025-04-27,Completed,C0435,VIP,45-54,Jeju,Home,Cotton Towel Set,SoftDay,1,24000,10000,0,3000,Mobile Pay,7,4,No,,2025-04,24000,10000,14000,Yes,533
ORD00533,2025-09-26,Completed,C0178,Returning,45-54,Jeju,Beauty,Hydrating Serum,PureLab,2,22000,9000,0.15,0,Virtual Account,6,4,No,,2025-09,37400,18000,19400,Yes,534
ORD00534,2025-03-18,Completed,C0594,VIP,55+,Daegu,Fashion,Oversized Hoodie,Northline,2,45000,21000,0.2,3000,Bank Transfer,5,4,No,,2025-03,72000,42000,30000,Yes,535
ORD00535,2025-03-14,Completed,C0620,Returning,18-24,Daegu,Food,Protein Bar Pack,FitBite,2,28000,12000,0,3000,Bank Transfer,2,5,No,,2025-03,56000,24000,32000,Yes,536
ORD00536,2025-04-13,Completed,C0644,New,18-24,Gyeonggi,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0,0,Bank Transfer,1,4,No,,2025-04,96000,45000,51000,Yes,537
ORD00537,2025-02-04,Completed,C0334,Returning,35-44,Daejeon,Beauty,Lip Tint,Mellow,3,14000,5000,0.1,3000,Virtual Account,4,5,No,,2025-02,37800,15000,22800,Yes,538
ORD00538,2025-01-01,Completed,C0182,VIP,18-24,Daejeon,Home,Desk Lamp,Lumen,1,39000,16000,0.1,0,Mobile Pay,3,5,No,,2025-01,35100,16000,19100,Yes,539
ORD00539,2025-02-13,Completed,C0618,New,35-44,Seoul,Pet,Pet Bed,ComfyPaws,2,47000,20000,0.25,3000,Card,1,5,No,,2025-02,70500,40000,30500,Yes,540
ORD00540,2025-09-21,Completed,C0705,Returning,45-54,Seoul,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Mobile Pay,1,4,No,,2025-09,260000,124000,136000,Yes,541
ORD00541,2025-03-31,Completed,C0276,New,25-34,Gangwon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0.15,0,Virtual Account,2,5,No,,2025-03,110500,62000,48500,Yes,542
ORD00543,2025-12-10,Completed,C0217,Returning,55+,Gyeonggi,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Virtual Account,1,4,No,,2025-12,195000,93000,102000,Yes,544
ORD00544,2025-05-14,Completed,C0405,New,45-54,Incheon,Pet,Cat Toy Bundle,PawJoy,3,19000,8000,0.15,0,Virtual Account,2,4,No,,2025-05,48450,24000,24450,Yes,545
ORD00545,2025-07-11,Completed,C0020,New,35-44,Daegu,Home,Storage Box Set,NeatHome,1,29000,12000,0,3000,Card,4,4,No,,2025-07,29000,12000,17000,Yes,546
ORD00546,2025-07-06,Completed,C0304,VIP,55+,Daejeon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0,0,Bank Transfer,1,5,No,,2025-07,130000,62000,68000,Yes,547
ORD00548,2025-01-21,Completed,C0001,VIP,18-24,Seoul,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0,3000,Bank Transfer,3,4,No,,2025-01,19000,8000,11000,Yes,549
ORD00549,2025-10-09,Completed,C0296,VIP,45-54,Gwangju,Pet,Dog Treats 1kg,Barkly,4,25000,11000,0,0,Bank Transfer,2,4,No,,2025-10,100000,44000,56000,Yes,550
ORD00550,2025-03-18,Completed,C0347,New,18-24,Incheon,Home,Desk Lamp,Lumen,2,39000,16000,0,3000,Card,5,5,No,,2025-03,78000,32000,46000,Yes,551
ORD00551,2025-08-26,Completed,C0600,New,35-44,Daejeon,Home,Cotton Towel Set,SoftDay,2,24000,10000,0,3000,Bank Transfer,3,5,No,,2025-08,48000,20000,28000,Yes,552
ORD00552,2025-09-11,Completed,C0670,New,35-44,Daejeon,Electronics,Smart Watch,Pulse,1,99000,47000,0.2,3000,Card,4,5,No,,2025-09,79200,47000,32200,Yes,553
ORD00553,2025-12-12,Completed,C0258,Returning,35-44,Daegu,Electronics,Bluetooth Speaker,Soundly,1,65000,31000,0,3000,Card,3,5,No,,2025-12,65000,31000,34000,Yes,554
ORD00554,2025-02-12,Completed,C0329,New,18-24,Daejeon,Beauty,Lip Tint,Mellow,4,14000,5000,0.1,0,Bank Transfer,1,5,No,,2025-02,50400,20000,30400,Yes,555
ORD00555,2025-07-14,Completed,C0378,Returning,25-34,Seoul,Food,Coffee Bean 1kg,BeanRoot,3,32000,15000,0.15,3000,Mobile Pay,2,4,No,,2025-07,81600,45000,36600,Yes,556
ORD00556,2025-07-16,Completed,C0753,Returning,45-54,Daejeon,Pet,Dog Treats 1kg,Barkly,3,25000,11000,0,0,Bank Transfer,4,5,No,,2025-07,75000,33000,42000,Yes,557
ORD00557,2025-05-24,Completed,C0142,New,25-34,Incheon,Fashion,Crossbody Bag,Morrow,4,43000,18000,0.2,0,Mobile Pay,2,5,No,,2025-05,137600,72000,65600,Yes,558
ORD00558,2025-05-08,Completed,C0214,New,18-24,Seoul,Food,Protein Bar Pack,FitBite,4,28000,12000,0,3000,Mobile Pay,5,5,No,,2025-05,112000,48000,64000,Yes,559
ORD00559,2025-01-14,Completed,C0833,New,45-54,Daegu,Home,Cotton Towel Set,SoftDay,4,24000,10000,0,3000,Mobile Pay,5,5,No,,2025-01,96000,40000,56000,Yes,560
ORD00560,2025-05-17,Completed,C0602,Returning,45-54,Seoul,Fashion,Canvas Sneakers,Walkon,4,59000,26000,0,3000,Card,4,5,No,,2025-05,236000,104000,132000,Yes,561
ORD00561,2025-09-04,Completed,C0257,VIP,18-24,Jeju,Beauty,Lip Tint,Mellow,3,14000,5000,0,3000,Card,2,5,No,,2025-09,42000,15000,27000,Yes,562
ORD00562,2025-02-10,Completed,C0131,Returning,18-24,Gangwon,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Virtual Account,7,4,No,,2025-02,195000,93000,102000,Yes,563
ORD00563,2025-08-08,Completed,C0162,New,18-24,Daejeon,Electronics,Bluetooth Speaker,Soundly,2,65000,31000,0.25,0,Virtual Account,2,,No,,2025-08,97500,62000,35500,Yes,564
ORD00564,2025-04-24,Completed,C0249,Returning,35-44,Daegu,Food,Gift Snack Box,HappyBox,3,33000,14000,0.05,3000,Card,1,5,No,,2025-04,94050,42000,52050,Yes,565
ORD00565,2025-11-13,Completed,C0064,New,25-34,Busan,Fashion,Canvas Sneakers,Walkon,1,59000,26000,0,3000,Bank Transfer,4,5,No,,2025-11,59000,26000,33000,Yes,566
ORD00566,2025-05-06,Completed,C0310,New,18-24,Gwangju,Fashion,Oversized Hoodie,Northline,4,45000,21000,0.2,3000,Virtual Account,5,5,No,,2025-05,144000,84000,60000,Yes,567
ORD00567,2025-09-24,Completed,C0287,Returning,45-54,Busan,Beauty,Hydrating Serum,PureLab,4,22000,9000,0.15,3000,Card,2,4,No,,2025-09,74800,36000,38800,Yes,568
ORD00568,2025-12-21,Completed,C0651,Returning,45-54,Gangwon,Home,Desk Lamp,Lumen,1,39000,16000,0,3000,Bank Transfer,6,4,No,,2025-12,39000,16000,23000,Yes,569
ORD00569,2025-05-30,Completed,C0570,New,35-44,Incheon,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Card,2,4,No,,2025-05,260000,124000,136000,Yes,570
ORD00570,2025-03-21,Completed,C0157,New,25-34,Gwangju,Pet,Cat Toy Bundle,PawJoy,1,19000,8000,0.1,3000,Card,2,,No,,2025-03,17100,8000,9100,Yes,571
ORD00571,2025-08-07,Completed,C0633,Returning,35-44,Daejeon,Electronics,Smart Watch,Pulse,3,99000,47000,0,0,Mobile Pay,4,4,No,,2025-08,297000,141000,156000,Yes,572
ORD00572,2025-08-23,Completed,C0271,New,25-34,Daejeon,Home,Storage Box Set,NeatHome,2,29000,12000,0.25,3000,Virtual Account,4,5,No,,2025-08,43500,24000,19500,Yes,573
ORD00573,2025-11-03,Completed,C0399,New,35-44,Seoul,Electronics,Bluetooth Speaker,Soundly,3,65000,31000,0,3000,Mobile Pay,2,4,No,,2025-11,195000,93000,102000,Yes,574
ORD00574,2025-08-10,Completed,C0436,New,18-24,Jeju,Beauty,Hydrating Serum,PureLab,4,22000,9000,0.2,0,Virtual Account,6,3,No,,2025-08,70400,36000,34400,Yes,575
ORD00575,2025-10-26,Completed,C0106,New,55+,Daejeon,Electronics,Smart Watch,Pulse,1,99000,47000,0.1,3000,Card,1,4,No,,2025-10,89100,47000,42100,Yes,576
ORD00576,2025-12-15,Completed,C0397,New,55+,Gyeonggi,Fashion,Oversized Hoodie,Northline,4,45000,21000,0,3000,Card,2,4,No,,2025-12,180000,84000,96000,Yes,577
ORD00577,2025-01-08,Completed,C0414,New,45-54,Gangwon,Food,Protein Bar Pack,FitBite,4,28000,12000,0.2,3000,Virtual Account,2,5,No,,2025-01,89600,48000,41600,Yes,578
ORD00578,2025-03-15,Completed,C0709,VIP,35-44,Incheon,Electronics,Wireless Earbuds,Nova,4,49000,24000,0,0,Mobile Pay,1,5,No,,2025-03,196000,96000,100000,Yes,579
ORD00579,2025-12-12,Completed,C0016,New,45-54,Incheon,Food,Protein Bar Pack,FitBite,1,28000,12000,0,3000,Mobile Pay,1,5,No,,2025-12,28000,12000,16000,Yes,580
ORD00580,2025-01-28,Completed,C0693,Returning,45-54,Jeju,Electronics,Bluetooth Speaker,Soundly,4,65000,31000,0,3000,Card,8,3,No,,2025-01,260000,124000,136000,Yes,581
ORD00581,2025-12-16,Completed,C0234,New,45-54,Seoul,Beauty,Sunscreen SPF50,Glow,1,18000,7000,0,0,Card,2,4,No,,2025-12,18000,7000,11000,Yes,582
